,gene function,organism,nador_2_counts,phylum,class,order,family,oualidia_2_counts,oualidia_1_counts,nador_1_counts
6073,fat protein-possibly involved in cell-cell attachment,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
6085,fatty oxidation comple,Psychroflexus torquis ATCC 700755,16.43,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,20.61
6107,ferric enterobactin receptor,Chryseobacterium gleum ATCC 35910,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
6157,flagellar motor/chemotaxis (MotB)-related protein,Flavobacterium psychrophilum JIP02/86,4.07,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.89
6213,formyltetrahydrofolate deformylase,Zunongwangia profunda SM-A87,4.88,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,4.07
6214,fructokinase,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
6239,fumarase,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,1.59
6254,fumarylacetoacetase,Zunongwangia profunda SM-A87,3.08,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
6269,gamma-glutamyl carboxylase-like protein,Psychroflexus torquis ATCC 700755,1.68,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
6310,geranylgeranylglyceryl phosphate synthase-like protein,Flavobacterium psychrophilum JIP02/86,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
6315,gliding motility protein GldB,Gramella forsetii KT0803,3.29,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,1.54
6316,gliding motility protein GldD,Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
6317,gliding motility protein GldM,Flavobacterium psychrophilum JIP02/86,5.67,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,3.29
6337,glucosamine--fructose-6-phosphate aminotransferase,Gramella forsetii KT0803,29.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,9.0,7.0,30.44
6345,glucosamine-6-phosphate deaminase-like protein,Flavobacterium johnsoniae UW101,7.37,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,4.0,10.55
6368,glucose-1-phosphate thymidylyltransferase,Flavobacterium johnsoniae UW101,9.95,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,5.0,10.65
6375,glucose-6-phosphate 1-dehydrogenase,Dokdonia donghaensis MED134,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,2.56
6380,glucose-6-phosphate isomerase,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
6383,glucose-fructose oxidoreductase,Maribacter sp. HTCC2170,4.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,4.16
6384,glucose-inhibited division protein A,Kordia algicida OT-1,14.89,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,17.09
6406,glutamate dehydrogenase,Dokdonia donghaensis MED134,8.18,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,5.0,11.35
6415,glutamate synthas,Leeuwenhoekiella blandensis MED217,2.43,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.2
6426,glutamate synthase (NADPH) large subunit,Zunongwangia profunda SM-A87,35.09,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,42.56
6427,glutamate synthase (NADPH) small subunit,Zunongwangia profunda SM-A87,10.57,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,14.81
6499,glutaminyl-tRNA synthetase,Flavobacteriaceae bacterium 3519-10,2.54,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
6512,glutamyl-tRNA synthetase,Kordia algicida OT-1,1.6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.7
6517,glutamyl-tRNA synthetase,Psychroflexus torquis ATCC 700755,22.1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,8.0,7.0,21.3
6579,glyceraldehyde-3-phosphate dehydrogenase,Maribacter sp. HTCC2170,14.14,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,9.23
6582,glyceraldehyde-3-phosphate dehydrogenase,Polaribacter irgensii 23-P,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
6588,glycerate kinase,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
6601,glycerol kinase,Robiginitalea biformata HTCC2501,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
6616,glycerol-3-phosphate dehydrogenase (NAD(P)+),Flavobacterium psychrophilum JIP02/86,6.76,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,6.4
6673,glycogen branching enzyme,Flavobacterium johnsoniae UW101,1.66,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,4.13
6701,glycoside hydrolas,Maribacter sp. HTCC2170,17.15,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,14.59
6713,glycoside hydrolase family protein,Flavobacterium johnsoniae UW101,2.6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,3.15
6719,glycosyl hydrolas,Kordia algicida OT-1,12.4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,
6720,glycosyl hydrolas,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
6723,glycosyl hydrolase family 16,Polaribacter sp. MED152,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
6724,glycosyl hydrolase family protein,Zunongwangia profunda SM-A87,1.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,2.43
6743,glycosyl transferase,Maribacter sp. HTCC2170,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
6745,glycosyl transferase,Robiginitalea biformata HTCC2501,2.41,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,1.63
6768,glycosyltransferase,Psychroflexus torquis ATCC 700755,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
6786,glycyl-tRNA synthetase,Zunongwangia profunda SM-A87,1.65,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,1.67
6819,group 2 glycosyl transferase,Capnocytophaga ochracea F0287,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
6837,heat shock protein 15,Capnocytophaga gingivalis ATCC 33624,1.72,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
6844,heat shock protein 90,Robiginitalea biformata HTCC2501,1.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,11.96
6916,histidine triad (hit) protein,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
6938,histidyl-tRNA synthetase,Flavobacterium psychrophilum JIP02/86,14.09,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,1.0,16.57
6939,histidyl-tRNA synthetase,Gramella forsetii KT0803,13.15,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,15.72
7022,hydroxymethylglutaryl-CoA lyase,Polaribacter sp. MED152,1.68,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.29
7171,hypothetical protein,Capnocytophaga gingivalis ATCC 33624,1.64,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.67
7212,hypothetical protein,Croceibacter atlanticus HTCC2559,99.3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,22.0,31.0,105.06
7235,hypothetical protein,Dokdonia donghaensis MED134,17.69,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,8.0,10.0,11.66
7257,hypothetical protein,Flavobacterium johnsoniae UW101,73.28,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,19.0,20.0,49.85
7258,hypothetical protein,Flavobacterium psychrophilum JIP02/86,24.82,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,4.0,20.6
7276,hypothetical protein,Gramella forsetii KT0803,84.8,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,19.0,11.0,79.59
7296,hypothetical protein,Kordia algicida OT-1,39.41,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,9.0,14.0,42.18
7303,hypothetical protein,Leeuwenhoekiella blandensis MED217,19.76,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,9.0,11.0,28.44
7322,hypothetical protein,Maribacter sp. HTCC2170,90.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,39.0,34.0,83.66
7442,hypothetical protein,Polaribacter irgensii 23-P,9.06,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,4.0,7.49
7443,hypothetical protein,Polaribacter sp. MED152,1.77,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.68
7479,hypothetical protein,Psychroflexus torquis ATCC 700755,133.79,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,25.0,26.0,134.75
7510,hypothetical protein,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
7511,hypothetical protein,Robiginitalea biformata HTCC2501,56.95,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,13.0,17.0,50.99
7645,hypothetical protein,Zunongwangia profunda SM-A87,31.93,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,7.0,8.0,29.61
7683,imidazole glycerol phosphate synthase subunit hisF,Polaribacter irgensii 23-P,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
7687,imidazole glycerol-phosphate dehydratase/histidinol phosphatase,Dokdonia donghaensis MED134,2.46,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,0.0
7740,inorganic polyphosphate/ATP-NAD kinase,Gramella forsetii KT0803,5.66,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
7742,inorganic polyphosphate/ATP-NAD kinase,Psychroflexus torquis ATCC 700755,6.5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,5.57
7772,integral membrane protein,Zunongwangia profunda SM-A87,4.06,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,4.92
7849,isoleucine--tRNA ligase,Capnocytophaga ochracea F0287,1.68,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
7873,isoprenyl synthetase,Zunongwangia profunda SM-A87,3.36,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,4.92
7876,isopropylmalate isomerase large subunit,Gramella forsetii KT0803,28.31,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,27.61
7919,kynurenine 3-monooxygenase,Flavobacterium psychrophilum JIP02/86,2.48,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,3.34
7957,leucyl-tRNA synthetase,Capnocytophaga ochracea DSM 7271,5.79,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
7965,leucyl-tRNA synthetase,Polaribacter irgensii 23-P,21.5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,17.21
7990,linoleoyl-CoA desaturase,Flavobacterium johnsoniae UW101,5.1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,1.0,5.74
7994,lipid A phosphoethanolamine transferase,Flavobacterium johnsoniae UW101,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
8034,long-chain-fatty-acid--CoA ligase,Zunongwangia profunda SM-A87,5.78,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,2.0,6.62
8066,magnesium chelatase subunit Chll,Zunongwangia profunda SM-A87,4.94,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,3.0,5.8
8070,magnesium protoporphyrin chelatas,Dokdonia donghaensis MED134,2.44,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.39
8071,magnesium transporter,Kordia algicida OT-1,7.64,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,6.48
8075,major facilitator superfamily H(+)/nucleoside permease,Flavobacterium psychrophilum JIP02/86,2.43,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
8080,major facilitator superfamily permease alpha-glucoside transporter,Gramella forsetii KT0803,19.08,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,3.0,20.57
8096,malate synthase,Psychroflexus torquis ATCC 700755,3.29,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
8115,malonyl CoA-acyl carrier protein transacylase,Gramella forsetii KT0803,8.06,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,8.98
8116,malonyl CoA-acyl carrier protein transacylase,Maribacter sp. HTCC2170,5.12,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
8147,mannose-6-phosphate isomerase,Psychroflexus torquis ATCC 700755,1.66,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.3
8162,membrane fusion efflux protein,Robiginitalea biformata HTCC2501,6.46,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,9.14
8168,membrane protei,Zunongwangia profunda SM-A87,1.51,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
8170,membrane protein,Gramella forsetii KT0803,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
8178,membrane protein,Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
8222,metalloproteas,Croceibacter atlanticus HTCC2559,6.5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,2.0,6.65
8274,methionyl-tRNA formyltransferase,Gramella forsetii KT0803,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
8306,methylcrotonoyl-CoA carboxylase beta chain,Capnocytophaga sputigena ATCC 33612,1.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,
8315,methylmalonyl-CoA epimerase,Dokdonia donghaensis MED134,1.57,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,2.4
8324,methylmalonyl-CoA mutase,Robiginitalea biformata HTCC2501,1.59,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.28
8331,methylmalonyl-CoA mutase small subunit,Zunongwangia profunda SM-A87,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
8340,methyltransferase,Flavobacterium psychrophilum JIP02/86,5.58,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,5.78
8346,mevalonate diphosphate decarboxylase,Chryseobacterium gleum ATCC 35910,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
8405,molybdopterin oxidoredutase membrane subunit,Robiginitalea biformata HTCC2501,14.13,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,9.16
8435,multidrug resistance protein,Kordia algicida OT-1,3.93,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.6
8458,naphthoate synthase,Polaribacter sp. MED152,2.44,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,,5.02
8493,nitrogen-fixing nifu domain protein,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
8509,nucleoside diphosphate kinase,Gramella forsetii KT0803,4.9,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.94
8615,orotidine 5''-phosphate decarboxylase,Maribacter sp. HTCC2170,6.57,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,11.57
8624,outer membrane protein,Capnocytophaga sputigena ATCC 33612,4.22,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,4.08
8625,outer membrane protein,Croceibacter atlanticus HTCC2559,2.54,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,4.09
8627,outer membrane protein,Polaribacter sp. MED152,4.91,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,6.45
8639,oxidoreductas,Dokdonia donghaensis MED134,3.27,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,7.36
8660,oxidoreductase,Chryseobacterium gleum ATCC 35910,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.72
8715,penicillin amidase,Polaribacter sp. MED152,4.13,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,4.15
8723,penicillin-binding protein,Croceibacter atlanticus HTCC2559,11.52,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,1.0,11.29
8725,penicillin-binding protein,Psychroflexus torquis ATCC 700755,10.59,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,11.42
8748,peptidas,Robiginitalea biformata HTCC2501,4.76,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,7.0,6.0,4.9
8751,peptidase,Polaribacter sp. MED152,1.65,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.56
8755,peptidase M,Flavobacterium johnsoniae UW101,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
8795,peptidase S8 and S5,Kordia algicida OT-1,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,3.0,0.0
8810,peptidase family M48,Polaribacter sp. MED152,2.54,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.41
8811,peptidase family S41,Polaribacter sp. MED152,2.49,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.28
8815,peptidase s9b dipeptidylpeptidase iv domain protein,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,,
8828,peptide chain release factor 2,Maribacter sp. HTCC2170,4.14,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,5.0
8892,peptidyl-prolyl cis-trans isomerase,Maribacter sp. HTCC2170,10.68,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,12.55
8895,peptidyl-prolyl cis-trans isomerase PpiA,Flavobacterium psychrophilum JIP02/86,2.43,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,,3.11
8896,peptidyl-prolyl cis-trans isomerase PpiC,Flavobacterium psychrophilum JIP02/86,5.84,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,10.68
8934,permease,Zunongwangia profunda SM-A87,4.19,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.22
8937,permease YjgP/YjgQ family protein,Capnocytophaga sputigena ATCC 33612,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
8964,phage integrase family protein,Polaribacter sp. MED152,4.04,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,9.05
9061,phosphatidate cytidylyltransferase,Flavobacterium psychrophilum JIP02/86,1.64,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.37
9082,phospho-N-acetylmuramoyl-pentapeptide- transferase,Capnocytophaga sputigena ATCC 33612,5.86,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,,5.77
9100,phosphoenolpyruvate carboxykinase,Robiginitalea biformata HTCC2501,5.68,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,5.68
9131,phosphoglucomutase/phosphomannomutase family protein,Polaribacter sp. MED152,3.21,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,4.97
9197,phosphopantetheine adenylyltransferase,Flavobacterium psychrophilum JIP02/86,2.29,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.28
9212,phosphopyruvate hydratase,Flavobacterium johnsoniae UW101,14.3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,
9213,phosphopyruvate hydratase,Gramella forsetii KT0803,33.99,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,37.17
9232,phosphoribosylamine--glycine ligase,Capnocytophaga sputigena ATCC 33612,1.69,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.66
9238,phosphoribosylaminoimidazole carboxylas,Capnocytophaga ochracea DSM 7271,11.7,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,15.65
9240,phosphoribosylaminoimidazole carboxylas,Flavobacterium johnsoniae UW101,5.67,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,13.23
9250,phosphoribosylaminoimidazole carboxylase atpasesubunit,Flavobacterium psychrophilum JIP02/86,7.61,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,5.79
9281,phosphoribosylformylglycinamidine synthase,Kordia algicida OT-1,11.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,2.0,5.65
9282,phosphoribosylformylglycinamidine synthase,Polaribacter irgensii 23-P,11.54,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,5.0,1.0,11.59
9304,phosphoribosyltransferases family protein,Capnocytophaga sputigena ATCC 33612,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
9306,phosphorylase family protein,Maribacter sp. HTCC2170,2.52,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,2.51
9310,phosphoserine aminotransferase,Croceibacter atlanticus HTCC2559,10.48,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,,12.19
9322,phosphoserine phosphatase and phosphoglycerate dehydrogenase (D-3-phosphoglycerate dehydrogenase) fusion,Kordia algicida OT-1,2.37,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
9422,polyphosphate kinase,Flavobacterium psychrophilum JIP02/86,7.37,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,6.39
9430,polyprenyl synthetase,Polaribacter sp. MED152,5.88,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,4.81
9432,polyprenyl synthetase,Psychroflexus torquis ATCC 700755,1.71,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
9453,polysaccharide export outer membrane protein,Gramella forsetii KT0803,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
9481,possible geranyltranstransferase,Chryseobacterium gleum ATCC 35910,1.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
9489,possible saccharopine dehydrogenase,Kordia algicida OT-1,2.5,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,2.0,3.0,2.53
9524,predicted permease,Kordia algicida OT-1,3.13,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,1.69
9525,predicted phosphatase/phosphohexomutase,Leeuwenhoekiella blandensis MED217,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,
9550,preprotein translocase SecY,Leeuwenhoekiella blandensis MED217,7.46,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,9.79
9551,preprotein translocase SecY,Maribacter sp. HTCC2170,18.14,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,3.0,24.04
9564,preprotein translocase subunit SecA,Flavobacterium johnsoniae UW101,23.67,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,6.0,8.0,31.38
9613,probable Na+/H+ antiporter,Croceibacter atlanticus HTCC2559,2.53,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.27
9617,probable acetyltransferase YybD,Leeuwenhoekiella blandensis MED217,1.62,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
9624,probable cytochrome oxidase subunit (cbb3-type),Zunongwangia profunda SM-A87,4.14,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.11
9625,probable cytochrome-c peroxidase,Polaribacter irgensii 23-P,5.75,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,6.39
9635,probable periplasmic tail-specific proteinase,Polaribacter irgensii 23-P,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.67
9646,proline aminopeptidase P II,Robiginitalea biformata HTCC2501,17.63,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,4.0,4.0,17.3
9658,prolipoprotein diacylglyceryl transferase,Kordia algicida OT-1,4.15,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,7.23
9666,prolyl oligopeptidase family protein,Flavobacterium psychrophilum JIP02/86,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,2.0,
9673,prolyl-tRNA synthetase,Croceibacter atlanticus HTCC2559,9.52,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,3.0,5.0,9.16
9683,prolyl-tRNA synthetase,Riemerella anatipestifer DSM 15868,6.65,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,1.0,1.0,0.0
