,gene function,organism,oualidia_2_counts,phylum,class,order,family
4234,alternative sigma factor RpoH,beta proteobacterium KB13,8,Proteobacteria,Betaproteobacteria,Methylophilales,
4235,amidase,Burkholderia sp. 383,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4236,amidase,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4237,amidohydrolase,Burkholderia sp. CCGE1003,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4238,amidohydrolase,Candidatus Koribacter versatilis Ellin345,1,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae
4239,amidohydrolase,Candidatus Solibacter usitatus Ellin6076,2,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae
4240,amidohydrolase,Dyadobacter fermentans DSM 18053,2,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
4241,amidohydrolase,Flavobacteria bacterium MS024-3C,5,Bacteroidetes,Flavobacteriia,,
4242,amidohydrolase,Kytococcus sedentarius DSM 20547,1,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae
4243,amidohydrolase,Pedobacter saltans DSM 12145,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
4244,amidohydrolase,Roseiflexus sp. RS-1,1,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae
4245,amidohydrolase,Shewanella baltica OS185,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4246,amidohydrolase,Sphingopyxis alaskensis RB2256,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
4247,amidohydrolase 2,Burkholderia sp. CCGE1001,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4248,amidohydrolase 2,Flavobacteria bacterium MS024-2A,1,Bacteroidetes,Flavobacteriia,,
4249,amidohydrolase 3,Frankia sp. EAN1pec,1,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
4250,amidohydrolase 3,Silicibacter sp. TrichCH4B,4,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4251,amidohydrolase 3,Sphingopyxis alaskensis RB2256,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
4252,amidohydrolase family protein,Syntrophomonas wolfei subsp. wolfei str. Goettingen,1,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae
4253,amidophosphoribosyl transferase protein,Thalassiobium sp. R2A62,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4254,amidophosphoribosyltransferase,Arthrobacter aurescens TC1,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
4255,amidophosphoribosyltransferase,Brachybacterium faecium DSM 4810,1,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae
4256,amidophosphoribosyltransferase,Cytophaga hutchinsonii ATCC 33406,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
4257,amidophosphoribosyltransferase,Fulvimarina pelagi HTCC2506,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae
4258,amidophosphoribosyltransferase,Marinobacter aquaeolei VT8,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
4259,amidophosphoribosyltransferase,Methylobacillus flagellatus KT,4,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
4260,amidophosphoribosyltransferase,Methylotenera sp. 301,3,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
4261,amidophosphoribosyltransferase,Rhodopseudomonas palustris BisA53,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
4262,amidophosphoribosyltransferase,Rhodothermus marinus DSM 4252,1,Bacteroidetes,,,Rhodothermaceae
4263,amidophosphoribosyltransferase,Salmonella enterica subsp. enterica serovar,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
4264,amidophosphoribosyltransferase,Shewanella sediminis HAW-EB3,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4265,amidotransferase,Marinobacter sp. ELB17,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
4266,amine oxidase,Azospirillum sp. B510,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
4267,amine oxidase,Shewanella loihica PV-4,2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4268,amino acid ABC transporte,Pseudomonas syringae pv. phaseolicola 1448A,3,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4269,amino acid ABC transporte,Ruegeria pomeroyi DSS-3,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4270,amino acid ABC transporter periplasmic protein,Vibrio vulnificus CMCP6,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
4271,amino acid ABC transporter permease,Desulfovibrio desulfuricans subsp. desulfuricans str. G20,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
4272,amino acid ABC transporter permease,Pseudomonas syringae pv. syringae B728a,2,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4273,amino acid adenylation domain-containing protein,Salinispora arenicola CNS-205,1,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae
4274,amino acid adenylation protein,Anabaena variabilis ATCC 29413,1,Cyanobacteria,,Nostocales,Nostocaceae
4275,amino acid permease family protein,Legionella longbeachae D-4968,1,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
4276,amino acid permease-associated protein,Methanoplanus petrolearius DSM 11571,1,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae
4277,amino acid permease-associated region,Arthrobacter sp. FB24,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
4278,amino acid permease-associated region,Candidatus Solibacter usitatus Ellin6076,1,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae
4279,amino acid racemase,Flavobacteriaceae bacterium 3519-10,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4280,amino acid transporter,Burkholderia sp. 383,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4281,amino acid transporter LysE,Pseudomonas putida KT2440,3,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4282,amino acid/polyamine transporter,Thalassiosira pseudonana CCMP1335,1,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae
4283,amino-acid N-acetyltransferase,Opitutus terrae PB90-1,1,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae
4284,amino-acid transporter subunit ; ATP-binding component of ABC superfamily,Escherichia coli UMN026,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
4285,aminoacyl-histidine dipeptidase,Methanosarcina mazei Go1,1,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
4286,aminoacylase,Xenopus (Silurana) tropicalis,1,Chordata,Amphibia,Anura,Pipidae
4287,aminoacylase-2/carboxypeptidase-Z family hydrolase,Idiomarina loihiensis L2TR,4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae
4288,aminocarboxymuconate-semialdehyde decarboxylase,Sphingomonas wittichii RW1,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
4289,aminodeoxychorismate lyase family protein,Zunongwangia profunda SM-A87,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4290,aminodeoxychorismate synthase subunit I,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),1,Arthropoda,Insecta,Hemiptera,Aphididae
4291,aminomethyl transferase family protein,Ruegeria pomeroyi DSS-3,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4292,aminomethyl transferase family protein,Sulfitobacter sp. EE-36,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4293,aminomethyl transferase family protein,marine gamma proteobacterium HTCC2080,10,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
4294,aminomethyltransferase,Candidatus Pelagibacter sp. HTCC7211,1,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
4295,aminomethyltransferase related to GcvT,Aeromonas salmonicida subsp. salmonicida A449,1,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
4296,aminopeptidase,Croceibacter atlanticus HTCC2559,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4297,aminopeptidase,Flavobacteriales bacterium ALC-1,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,
4298,aminopeptidase DpmA,Deinococcus deserti VCD115,1,,Deinococci,Deinococcales,Deinococcaceae
4299,aminopeptidase N,Candidatus Puniceispirillum marinum IMCC1322,1,Proteobacteria,Alphaproteobacteria,,
4300,aminopeptidase N,Cytophaga hutchinsonii ATCC 33406,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
4301,aminopeptidase N,Frankia sp. CcI3,1,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
4302,aminopeptidase N,Haemophilus influenzae RdAW,1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
4303,aminopeptidase N,Kangiella koreensis DSM 16069,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae
4304,aminopeptidase N,Prochlorococcus marinus subsp. pastoris str. CCMP1986,1,Cyanobacteria,,Synechococcales,Prochloraceae
4305,aminopeptidase N,Stenotrophomonas sp. SKA14,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
4306,aminopeptidase P,Chromohalobacter salexigens DSM 3043,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
4307,aminopeptidase P,Microcystis aeruginosa NIES-843,1,Cyanobacteria,,Chroococcales,Microcystaceae
4308,aminopeptidase P,Reinekea blandensis MED297,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
4309,aminotransferas,Flavobacterium johnsoniae UW101,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4310,aminotransferas,Labrenzia alexandrii DFL-11,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4311,aminotransferas,Propionibacterium acnes SK137,2,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae
4312,aminotransferas,Pseudomonas fluorescens Pf-5,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4313,aminotransferas,Rhodobacter sphaeroides ATCC 17029,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4314,aminotransferas,Roseobacter denitrificans OCh 114,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4315,aminotransferas,Roseovarius nubinhibens ISM,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4316,aminotransferas,Sulfurimonas denitrificans DSM 1251,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
4317,aminotransferas,Tetrahymena thermophila,1,,Oligohymenophorea,Hymenostomatida,Tetrahymenidae
4318,aminotransferas,gamma proteobacterium NOR5-3,1,Chordata,Mammalia,Primates,Hominidae
4319,aminotransferase,Caulobacter sp. K31,1,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
4320,aminotransferase,Micromonospora sp. ATCC 39149,1,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae
4321,aminotransferase,Roseobacter denitrificans OCh 114,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4322,aminotransferase,Thiomicrospira crunogena XCL-2,1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
4323,aminotransferase AlaT,Burkholderia pseudomallei B7210,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4324,aminotransferase AlaT,Hahella chejuensis KCTC 2396,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae
4325,aminotransferase class I and II,Dinoroseobacter shibae DFL 12,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4326,aminotransferase class I and II,Flavobacteria bacterium MS024-3C,6,Bacteroidetes,Flavobacteriia,,
4327,aminotransferase class I and II,Haliangium ochraceum DSM 14365,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae
4328,aminotransferase class I and II,Opitutus terrae PB90-1,1,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae
4329,aminotransferase class I and II,Sinorhizobium medicae WSM419,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
4330,aminotransferase class I and II,Spirochaeta smaragdinae DSM 11293,1,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae
4331,aminotransferase class I and II protein,Allochromatium vinosum DSM 180,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
4332,aminotransferase class V,Actinosynnema mirum DSM 43827,1,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae
4333,aminotransferase class V,Desulfococcus oleovorans Hxd3,1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
4334,aminotransferase class i and ii,Clostridium sticklandii DSM 519,1,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae
4335,aminotransferase class-III,Phaeobacter gallaeciensis BS107,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4336,aminotransferase family protein,Rhodobacteraceae bacterium HTCC2083,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4337,ammonia permease,Flavobacteria bacterium BBFL7,1,Bacteroidetes,Flavobacteriia,,
4338,ammonium transporter,Arthrobacter sp. FB24,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
4339,ammonium transporter,Bifidobacterium adolescentis ATCC 15703,2,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae
4340,ammonium transporter,Candidatus Puniceispirillum marinum IMCC1322,3,Proteobacteria,Alphaproteobacteria,,
4341,ammonium transporter,Desulfuromonas acetoxidans DSM 684,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
4342,ammonium transporter,Erythrobacter litoralis HTCC2594,15,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
4343,ammonium transporter,Frankia alni ACN14a,2,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
4344,ammonium transporter,Hirschia baltica ATCC 49814,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
4345,ammonium transporter,Psychroflexus torquis ATCC 700755,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4346,ammonium transporter,Roseovarius sp. TM1035,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4347,amp-dependent synthetase and ligase,Micromonospora sp. L5,1,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae
4348,anaerobic dehydrogenase,Magnetospirillum magneticum AMB-1,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
4349,anaerobic glycerol-3-phosphate dehydrogenase subunit C,Parvibaculum lavamentivorans DS-1,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
4350,anaerobic nitric oxide reductase transcription regulator,Moritella sp. PE36,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae
4351,anaerobic ribonucleoside triphosphate reductase,Geobacter lovleyi SZ,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
4352,anaerobic ribonucleoside-triphosphate reductase,Halanaerobium sp. ''sapolanicus'',1,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae
4353,anaerobic ribonucleoside-triphosphate reductase activating protein,Alkaliphilus metalliredigens QYMF,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
4354,anaphase promoting complex subunit 5,Dictyostelium discoideum AX4,2,,,Dictyosteliida,
4355,anchor domain-containing protein,Renibacterium salmoninarum ATCC 33209,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
4356,anhydro-N-acetylmuramic acid kinase,Candidatus Pelagibacter ubique HTCC1062,6,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
4357,anhydro-N-acetylmuramic acid kinase,Rhodobacter capsulatus SB 1003,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4358,anhydro-N-acetylmuramic acid kinase,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
4359,anion transporter,Marinobacter aquaeolei VT8,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
4360,anion-transporting ATPas,Arabidopsis thaliana,4,Streptophyta,,Brassicales,Brassicaceae
4361,ankyrin repeat protein,Trichomonas vaginalis G3,4,,,Trichomonadida,Trichomonadidae
4362,ankyrin-2 isoform 1,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae
4363,anthranilate phosphoribosyltransferase,Alteromonas macleodii ''Deep ecotype'',1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
4364,anthranilate phosphoribosyltransferase,Bacillus clausii KSM-K16,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
4365,anthranilate phosphoribosyltransferase,Leifsonia xyli subsp. xyli str. CTCB07,5,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
4366,anthranilate phosphoribosyltransferase,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4367,anthranilate phosphoribosyltransferase,Thioalkalivibrio sp. K90mix,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
4368,anthranilate synthas,Ignicoccus hospitalis KIN4/I,1,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae
4369,anthranilate synthase component I,Caulobacter crescentus CB15,1,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
4370,anthranilate synthase component I,Citrobacter koseri ATCC BAA-895,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
4371,anthranilate synthase component I,Clavibacter michiganensis subsp. michiganensis NCPPB 382,2,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
4372,anthranilate synthase component I,Gramella forsetii KT0803,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4373,anthranilate synthase component I,Magnetospirillum magneticum AMB-1,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
4374,anthranilate synthase component I,Methylophilales bacterium HTCC2181,1,Proteobacteria,Betaproteobacteria,Methylophilales,
4375,anthranilate synthase component I,Rhodobacter sphaeroides ATCC 17025,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4376,anthranilate synthase component I,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4377,anthranilate synthase component I,Salinibacter ruber DSM 13855,3,Bacteroidetes,,,Rhodothermaceae
4378,anthranilate synthase component I,Zunongwangia profunda SM-A87,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4379,anthranilate synthase component II,Streptococcus pyogenes MGAS6180,1,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
4380,anti-ECFsigma facto,Shewanella frigidimarina NCIMB 400,2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4381,anti-RNA polymerase sigma 70 factor,Pseudomonas aeruginosa UCBPP-PA14,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4382,anti-anti-sigma regulatory factor,Lentisphaera araneosa HTCC2155,1,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae
4383,anti-oxidant AhpCTSA family protein,Ruegeria pomeroyi DSS-3,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4384,antioxidan,Sulfurihydrogenibium azorense Az-Fu1,1,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae
4385,antirestriction protein,Vibrio sp. RC341,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
4386,antitermination protein NusB,Candidatus Pelagibacter ubique HTCC1062,2,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
4387,apl5 protein (spac144.06 protein),Aedes aegypti,1,Arthropoda,Insecta,Diptera,Culicidae
4388,apocytochrome b,Cafeteria roenbergensis,1,,,Bicosoecida,Cafeteriaceae
4389,apocytochrome b,Pythium ultimum,1,,Oomycetes,Pythiales,Pythiaceae
4390,apolipoprotein N-acyltransferase,Marinobacter aquaeolei VT8,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
4391,apolipoprotein N-acyltransferase,Verrucomicrobiae bacterium DG1235,1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,
4392,apolipoprotein N-acyltransferase,Vibrio parahaemolyticus K5030,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
4393,apolipoprotein N-acyltransferase,marine gamma proteobacterium HTCC2143,1,Chordata,Mammalia,Rodentia,Muridae
4394,apolipoprotein n-acyltransferase,Sulfuricurvum kujiense DSM 16994,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
4395,aquarius homolog,Rattus norvegicus,1,Chordata,Mammalia,Rodentia,Muridae
4396,arabinan endo-,Shewanella sp. MR-7,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4397,arginase,Lodderomyces elongisporus NRRL YB-4239,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae
4398,arginase,Microscilla marina ATCC 23134,2,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae
4399,arginine biosynthesis bifunctional protein ArgJ,Akkermansia muciniphila ATCC BAA-835,1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae
4400,arginine biosynthesis bifunctional protein ArgJ,Allochromatium vinosum DSM 180,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
4401,arginine biosynthesis bifunctional protein ArgJ,Octadecabacter antarcticus 238,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4402,arginine biosynthesis bifunctional protein ArgJ,Octadecabacter antarcticus 307,7,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4403,arginine decarboxylase,Flavobacterium psychrophilum JIP02/86,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4404,arginine decarboxylase,Kangiella koreensis DSM 16069,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae
4405,arginine decarboxylase,Saccharophagus degradans 2-40,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
4406,arginine kinase,Culex quinquefasciatus,1,Arthropoda,Insecta,Diptera,Culicidae
4407,arginine succinyltransferase,Pseudoalteromonas haloplanktis TAC125,2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
4408,arginine--tRNA ligase,Prevotella melaninogenica ATCC 25845,1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
4409,arginine--tRNA ligase,Prevotella oris F0302,1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
4410,arginine-tRNA-protein transferase,Rhodobacteraceae bacterium KLH11,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4411,arginine/ornithine transport system ATPase,Bacteroides thetaiotaomicron VPI-5482,1,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
4412,argininosuccinate lyase,Arthrobacter sp. FB24,2,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
4413,argininosuccinate lyase,Coprinopsis cinerea okayama7#130,1,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae
4414,argininosuccinate lyase,Flavobacteria bacterium MS024-3C,3,Bacteroidetes,Flavobacteriia,,
4415,argininosuccinate lyase,Nocardioides sp. JS614,1,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
4416,argininosuccinate lyase,Opitutus terrae PB90-1,3,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae
4417,argininosuccinate lyase,Pseudomonas aeruginosa LESB58,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4418,argininosuccinate lyase,Rhodospirillum centenum SW,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
4419,argininosuccinate lyase,Streptomyces griseus subsp. griseus NBRC 13350,9,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
4420,argininosuccinate lyase,Thioalkalivibrio sp. K90mix,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
4421,argininosuccinate synthase,Chitinophaga pinensis DSM 2588,1,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae
4422,argininosuccinate synthase,Coraliomargarita akajimensis DSM 45221,6,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae
4423,argininosuccinate synthase,Gramella forsetii KT0803,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4424,argininosuccinate synthase,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,3,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae
4425,argininosuccinate synthase,Pseudomonas syringae pv. tomato NCPPB 1108,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4426,argininosuccinate synthase,Streptomyces flavogriseus ATCC 33331,1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
4427,arginyl-tRNA synthetase,Bacteroides fragilis NCTC 9343,1,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
4428,arginyl-tRNA synthetase,Idiomarina loihiensis L2TR,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae
4429,arginyl-tRNA synthetase,Neisseria meningitidis FAM18,1,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae
4430,arginyl-tRNA synthetase,Nocardioides sp. JS614,1,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
4431,arginyl-tRNA synthetase,Porphyromonas gingivalis ATCC 33277,1,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
4432,arginyl-tRNA synthetase,Propionibacterium acnes KPA171202,1,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae
4433,arginyl-tRNA synthetase,Renibacterium salmoninarum ATCC 33209,4,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
4434,arginyl-tRNA synthetase,Riemerella anatipestifer DSM 15868,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4435,arginyl-tRNA synthetase,Roseobacter litoralis Och 149,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4436,arginyl-tRNA synthetase,Synechococcus sp. WH 8102,1,Cyanobacteria,,Synechococcales,Synechococcaceae
4437,arginyl-tRNA synthetase,marine gamma proteobacterium HTCC2148,1,,,,
4438,argonaut-like protein,Dictyostelium discoideum AX4,2,,,Dictyosteliida,
