,gene function,organism,nador_1_counts,phylum,class,order,family
6565,guanylate kinase,Rhodopseudomonas palustris BisA53,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
6566,guanylate kinase,Ruegeria pomeroyi DSS-3,1.68,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6567,guanylate kinase,Vibrio coralliilyticus ATCC BAA-450,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
6568,guanylate kinase,Vibrio furnissii CIP 102972,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
6569,haloacid dehalogenase-like hydrolase,Bordetella parapertussis 12822,1.71,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
6570,haloacid dehalogenase-like hydrolase,Leeuwenhoekiella blandensis MED217,3.43,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
6571,haloacid dehalogenase-like hydrolase,unidentified eubacterium SCB49,0.0,,,,
6572,head completion protein,Synechococcus phage syn9,23.91,,,Caudovirales,Myoviridae
6573,heat shock protein 15,Capnocytophaga gingivalis ATCC 33624,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
6574,heat shock protein 60,Plasmodium falciparum 3D7,0.0,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae
6575,heat shock protein 90,Alkalilimnicola ehrlichii MLHE-1,1.63,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
6576,heat shock protein 90,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,
6577,heat shock protein 90,Flavobacteriales bacterium ALC-1,10.87,Bacteroidetes,Flavobacteriia,Flavobacteriales,
6578,heat shock protein 90,Francisella tularensis subsp. mediasiatica FSC147,0.0,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae
6579,heat shock protein 90,Methylobacillus flagellatus KT,2.44,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
6580,heat shock protein 90,Methylovorus sp. SIP3-4,1.62,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
6581,heat shock protein 90,Rickettsia prowazekii str. Madrid E,1.64,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
6582,heat shock protein 90,Robiginitalea biformata HTCC2501,11.96,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
6583,heat shock protein 90,Synechococcus sp. BL107,4.02,Cyanobacteria,,Synechococcales,Synechococcaceae
6584,heat shock protein 90,Synechococcus sp. WH 5701,1.63,Cyanobacteria,,Synechococcales,Synechococcaceae
6585,heat shock protein DnaJ domain protein,Dinoroseobacter shibae DFL 12,1.63,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6586,heat shock protein DnaJ-like,Synechococcus sp. CC9902,3.32,Cyanobacteria,,Synechococcales,Synechococcaceae
6587,heat shock protein HslV,Roseobacter sp. GAI101,3.3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6588,heat shock protein Hsp20,Spirosoma linguale DSM 74,0.0,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
6589,heat shock protein HtpG,Marinomonas sp. MED121,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
6590,heat shock protein HtpG,gamma proteobacterium HTCC5015,3.25,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
6591,heat shock protein HtpX,Hyphomonas neptunium ATCC 15444,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
6592,heat shock protein HtpX,Xanthomonas campestris pv. campestris str. B100,0.0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
6593,heat shock protein SSA2,Schizosaccharomyces japonicus yFS275,0.0,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae
6594,heat shock protein cognate,Drosophila melanogaster,1.72,Arthropoda,Insecta,Diptera,Drosophilidae
6595,heat shock protein/chaperone,Thalassiosira pseudonana CCMP1335,0.0,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae
6596,heat-inducible transcription repressor,Roseovarius sp. TM1035,7.41,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6597,heat-inducible transcription repressor,Sphingomonas wittichii RW1,1.65,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
6598,heat-inducible transcription repressor HrcA,Thioalkalivibrio sp. K90mix,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
6599,heat-shock chaperonin,Vibrio cholerae RC27,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
6600,heavy metal efflux pum,Methylovorus sp. SIP3-4,0.0,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
6601,heavy metal efflux pum,Ralstonia pickettii 12J,2.48,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
6602,heavy metal efflux pump CzcA,Dechloromonas aromatica RCB,0.0,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
6603,heavy metal translocating P-type ATPase,Chelativorans sp. BNC1,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
6604,heavy metal translocating P-type ATPase,Rhodobacter sphaeroides ATCC 17029,3.43,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6605,heavy metal translocating P-type ATPase,Thermaerobacter subterraneus DSM 13965,0.0,Firmicutes,Clostridia,Clostridiales,
6606,helicas,Acidaminococcus fermentans DSM 20731,1.66,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae
6607,helicase C-terminal domain protein,Azospirillum sp. B510,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
6608,helicase IV,Bacteroides thetaiotaomicron VPI-5482,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
6609,helicase domain protein,Hyphomicrobium denitrificans ATCC 51888,1.61,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
6610,helicase domain-containing protein,Chlorobium phaeobacteroides BS1,0.0,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
6611,helix-turn-heli,Flavobacteria bacterium BAL38,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,
6612,helix-turn-heli,Pseudomonas syringae pv. syringae B728a,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
6613,helix-turn-heli,Saccharophagus degradans 2-40,0.0,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
6614,helix-turn-helix domain-containing protei,Roseibium sp. TrichSKD4,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6615,helix-turn-helix domain-containing protein,Paracoccus denitrificans PD1222,1.55,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6616,heme ABC exporte,Citrobacter youngae ATCC 29220,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
6617,heme exporter protein CcmA,Roseovarius nubinhibens ISM,2.53,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6618,heme exporter protein CcmB,Ruegeria pomeroyi DSS-3,9.7,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6619,heme exporter protein CcmC,Pseudoalteromonas atlantica T6c,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
6620,heme exporter protein CcmC,Ruegeria sp. TM1040,2.49,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6621,heme exporter protein CcmC,Silicibacter sp. TrichCH4B,3.29,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6622,heme exporter protein ccmc,Asticcacaulis excentricus CB 48,2.6,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
6623,heme-binding protein,Pirellula staleyi DSM 6068,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
6624,heme/copper-type cytochrome/quinol oxidas,unidentified eubacterium SCB49,3.27,,,,
6625,hemoglobin-binding protein,Haemophilus influenzae PittGG,2.38,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
6626,hemolysi,Oceanicola batsensis HTCC2597,4.11,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6627,hemolysin A,Persephonella marina EX-H1,0.0,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae
6628,hemolysin A,Sulfurihydrogenibium sp. YO3AOP1,0.0,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae
6629,hemolysin III-like protein,Endoriftia persephone ''Hot96_1+Hot96_2'',0.0,Proteobacteria,Gammaproteobacteria,,
6630,hemolysin-like protein,Lawsonia intracellularis PHE/MN1-00,0.0,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
6631,hemolysin-type calcium-binding domain-containing protein,Prochlorococcus marinus str. MIT 9313,4.93,Cyanobacteria,,Synechococcales,Prochloraceae
6632,hemolysin-type calcium-binding region,Roseibium sp. TrichSKD4,3.38,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6633,heterodisulfide reductase,Thermomicrobium roseum DSM 5159,0.0,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae
6634,hexapaptide repeat-containing transferase,Halorhodospira halophila SL1,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
6635,hexapaptide repeat-containing transferase,Methanococcoides burtonii DSM 6242,0.0,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
6636,hexapeptide repeat-containing protein acetyltransferase,Cytophaga hutchinsonii ATCC 33406,1.71,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
6637,hi0933 family protein,Marivirga tractuosa DSM 4126,1.78,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae
6638,high affinity proline permease,Staphylococcus aureus subsp. aureus 132,0.0,Firmicutes,Bacilli,Bacillales,Staphylococcaceae
6639,high affinity zinc uptake system ATP-binding protein ZnuC,Rhodobacterales bacterium Y4I,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
6640,high light inducible polypeptide HliC,Synechococcus elongatus PCC 7942,5.92,Cyanobacteria,,Synechococcales,Synechococcaceae
6641,histidine biosynthesis protein,Methanococcus voltae A3,1.71,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae
6642,histidine kinase,Dinoroseobacter shibae DFL 12,8.26,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6643,histidine kinase,Dyadobacter fermentans DSM 18053,0.0,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
6644,histidine kinase,Gallionella capsiferriformans ES-2,3.33,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae
6645,histidine kinase,Vibrio harveyi ATCC BAA-1116,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
6646,histidine kinase,Xylanimonas cellulosilytica DSM 15894,0.0,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae
6647,histidine kinase-response regulator hybrid protein,Xanthomonas axonopodis pv. citri str. 306,0.0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
6648,histidine triad (HIT) protein,Frankia sp. CcI3,0.0,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
6649,histidine triad (HIT) protein,Methylocella silvestris BL2,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae
6650,histidine triad (hit) protein,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
6651,histidinol dehydrogenase,Acinetobacter baumannii ATCC 17978,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
6652,histidinol dehydrogenase,Agrobacterium tumefaciens str. C58,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
6653,histidinol dehydrogenase,Ilyobacter polytropus DSM 2926,0.0,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
6654,histidinol dehydrogenase,Magnetococcus sp. MC-1,1.51,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae
6655,histidinol dehydrogenase,Octadecabacter antarcticus 238,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6656,histidinol dehydrogenase,Roseobacter denitrificans OCh 114,9.16,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6657,histidinol dehydrogenase,Sinorhizobium meliloti BL225C,2.5,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
6658,histidinol dehydrogenase,Synechococcus sp. WH 7803,1.66,Cyanobacteria,,Synechococcales,Synechococcaceae
6659,histidinol-phosphate aminotransferase,Clostridium cellulolyticum H10,0.0,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
6660,histidinol-phosphate aminotransferase,Geobacter sp. M21,0.0,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
6661,histidinol-phosphate aminotransferase,Gluconacetobacter hansenii ATCC 23769,3.3,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
6662,histidinol-phosphate aminotransferase,Oceanicola batsensis HTCC2597,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6663,histidinol-phosphate aminotransferase (Imidazole acetol-phosphate transaminase),alpha proteobacterium HIMB114,8.77,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
6664,histidinol-phosphate phosphatase,Rubrobacter xylanophilus DSM 9941,0.0,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae
6665,histidyl-tRNA synthetase,Acidiphilium cryptum JF-5,2.48,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae
6666,histidyl-tRNA synthetase,Coraliomargarita akajimensis DSM 45221,0.0,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae
6667,histidyl-tRNA synthetase,Dechloromonas aromatica RCB,0.0,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
6668,histidyl-tRNA synthetase,Desulfovibrio vulgaris str. ''Miyazaki F'',0.0,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
6669,histidyl-tRNA synthetase,Dinoroseobacter shibae DFL 12,4.12,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6670,histidyl-tRNA synthetase,Flavobacterium psychrophilum JIP02/86,16.57,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
6671,histidyl-tRNA synthetase,Gramella forsetii KT0803,15.72,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
6672,histidyl-tRNA synthetase,Leifsonia xyli subsp. xyli str. CTCB07,4.99,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
6673,histidyl-tRNA synthetase,Methylobacterium sp. 4-46,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae
6674,histidyl-tRNA synthetase,Rhodospirillum rubrum ATCC 11170,0.0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
6675,histone H2B type 1-A,Rattus norvegicus,1.62,Chordata,Mammalia,Rodentia,Muridae
6676,histone H3.,Arabidopsis thaliana,0.0,Streptophyta,,Brassicales,Brassicaceae
6677,histone H4,Arabidopsis thaliana,5.03,Streptophyta,,Brassicales,Brassicaceae
6678,histone cluster,Bos taurus,0.0,Chordata,Mammalia,,Bovidae
6679,histone deacetylase family protein,Dinoroseobacter shibae DFL 12,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6680,histone family protein DNA-binding protein,Flavobacteria bacterium MS024-2A,4.87,Bacteroidetes,Flavobacteriia,,
6681,histone family protein DNA-binding protein,Mycobacterium vanbaalenii PYR-1,1.66,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
6682,histone-like DNA-binding protein,Chromohalobacter salexigens DSM 3043,0.0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae
6683,histone-like protein 2,Chlamydophila pneumoniae CWL029,0.0,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae
6684,holdfast attachment protein C,Ketogulonicigenium vulgare Y25,2.47,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6685,holliday junction DNA helicase RuvA,Thalassiobium sp. R2A62,2.55,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6686,holliday junction DNA helicase RuvB,Thermodesulfovibrio yellowstonii DSM 11347,3.41,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae
6687,holo-(acyl-carrier-protein) synthase,Candidatus Pelagibacter sp. HTCC7211,20.77,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
6688,holo-acyl-carrier-protein synthase,Parvibaculum lavamentivorans DS-1,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
6689,homocysteine S-methyltransferase,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,0.0,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae
6690,homocysteine S-methyltransferase family protein,Roseovarius sp. 217,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6691,homocysteine S-methyltransferase family protein,Silicibacter lacuscaerulensis ITI-1157,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6692,homogentisate,Microscilla marina ATCC 23134,0.0,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae
6693,homoserine O-acetyltransferase,Azospirillum sp. B510,3.23,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
6694,homoserine O-acetyltransferase,Bordetella bronchiseptica RB50,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
6695,homoserine O-acetyltransferase,Chlorobaculum parvum NCIB 8327,1.59,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
6696,homoserine O-acetyltransferase,Neisseria subflava NJ9703,1.67,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae
6697,homoserine O-acetyltransferase,Pseudomonas putida W619,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
6698,homoserine O-acetyltransferase,marine gamma proteobacterium HTCC2080,3.21,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
6699,homoserine O-succinyltransferase,Chelativorans sp. BNC1,1.7,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
6700,homoserine O-succinyltransferase,Oceanicola batsensis HTCC2597,6.6,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6701,homoserine acetyltransferase,Arthroderma gypseum CBS 118893,0.0,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae
6702,homoserine dehydrogenase,Intrasporangium calvum DSM 43043,0.0,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae
6703,homoserine dehydrogenase,Streptococcus suis BM407,0.0,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
6704,hopj type iii effector protein,Leadbetterella byssophila DSM 17132,0.0,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
6705,host factor Hfq,Nitrosococcus oceani ATCC 19707,0.0,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
6706,hyalin repeat protein,unidentified eubacterium SCB49,7.43,,,,
6707,hyaluronan synthase,Streptococcus uberis 0140J,0.0,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
6708,hybrid cluster protein,Dethiobacter alkaliphilus AHT 1,0.0,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae
6709,hybrid nonribosomal peptide synthetase/polyketide synthase,Bacillus thuringiensis serovar huazhongensis BGSC 4BD1,0.0,Firmicutes,Bacilli,Bacillales,Bacillaceae
6710,hybrid peroxiredoxin hyPrx5,Citreicella sp. SE45,7.35,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6711,hydantoin utilization protein A,Dinoroseobacter shibae DFL 12,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6712,hydantoin utilization protein A,Octadecabacter antarcticus 238,1.65,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6713,hydantoin utilization protein B,Bordetella pertussis Tohama I,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
6714,hydantoinase,Ahrensia sp. R2A130,2.56,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6715,hydantoinase/oxoprolinase,Rhodobacter sphaeroides ATCC 17029,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6716,hydantoinase/oxoprolinase family protein,Brucella suis bv. 3 str. 686,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
6717,hydratase/decarboxylase,Streptomyces hygroscopicus ATCC 53653,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
6718,hydrocarbon oxigenase protein,Psychroflexus torquis ATCC 700755,4.89,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
6719,hydrogen peroxide sensing transcriptional regulator protein,Agrobacterium radiobacter K84,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
6720,hydrogenase 2 large subunit,Mannheimia succiniciproducens MBEL55E,0.0,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
6721,hydrogenase expression/formation protein HypD,Azotobacter vinelandii DJ,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
6722,hydrogenase maturation protein HypF,Legionella drancourtii LLAP12,0.0,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
6723,hydrolas,Blastopirellula marina DSM 3645,0.0,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
6724,hydrolas,Micrococcus luteus NCTC 2665,0.0,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
6725,hydrolas,Pedobacter heparinus DSM 2366,3.18,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
6726,hydrolas,Pseudomonas syringae pv. tomato str. DC3000,6.77,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
6727,hydrolas,Roseobacter denitrificans OCh 114,2.48,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6728,hydrolas,Roseobacter sp. GAI101,1.56,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6729,hydrolas,Roseobacter sp. MED193,4.01,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6730,hydrolas,Roseovarius sp. 217,1.68,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6731,hydrolas,Thalassiobium sp. R2A62,1.7,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6732,hydrolase,Cryptococcus neoformans var. neoformans JEC21,0.0,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae
6733,hydrolase coce/nond family protein,Leadbetterella byssophila DSM 17132,3.26,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
6734,hydroperoxidase HPI(I),Shigella boydii Sb227,1.62,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
6735,hydrophobe/amphiphile efflux-1 HAE1,Synechococcus sp. CC9902,18.64,Cyanobacteria,,Synechococcales,Synechococcaceae
6736,hydrophobe/amphiphile efflux-1 family protein,Brucella ceti B1/94,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
6737,hydroxy-atrazine ethyl amino hydrolase,Herbaspirillum seropedicae SmR1,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
6738,hydroxyacylglutathione hydrolase,Bartonella tribocorum CIP 105476,1.64,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae
6739,hydroxyacylglutathione hydrolase,Pectobacterium carotovorum subsp. carotovorum WPP14,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
6740,hydroxyacylglutathione hydrolase,Ralstonia eutropha H16,3.35,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
6741,hydroxyacylglutathione hydrolase,Shewanella baltica OS185,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
6742,hydroxyglutarate oxidase,Anabaena variabilis ATCC 29413,3.32,Cyanobacteria,,Nostocales,Nostocaceae
6743,hydroxyisourate hydrolase,Dinoroseobacter shibae DFL 12,2.45,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6744,hydroxymethylbutenyl pyrophosphate reductase,gamma proteobacterium HTCC2207,4.08,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae
6745,hydroxymethylglutaryl-CoA lyase,Congregibacter litoralis KT71,8.24,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
6746,hydroxymethylglutaryl-CoA lyase,Dinoroseobacter shibae DFL 12,4.33,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
6747,hydroxymethylglutaryl-CoA lyase,Polaribacter sp. MED152,3.29,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
6748,hydroxymethylglutaryl-CoA reductas,Burkholderia cenocepacia MC0-3,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
6749,hydroxymethylglutaryl-CoA reductas,Methanosaeta thermophila PT,0.0,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae
6750,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,Erythrobacter litoralis HTCC2594,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
6751,hydroxysteroid dehydrogenase like 2,Danio rerio,2.56,Chordata,Actinopteri,Cypriniformes,Cyprinidae
6752,hypothetical,Drosophila grimshawi,3.21,Arthropoda,Insecta,Diptera,Drosophilidae
6753,hypothetical,Drosophila mojavensis,0.0,Arthropoda,Insecta,Diptera,Drosophilidae
6754,hypothetical,Drosophila persimilis,1.61,Arthropoda,Insecta,Diptera,Drosophilidae
6755,hypothetical,Drosophila pseudoobscura pseudoobscura,5.57,Arthropoda,Insecta,Diptera,Drosophilidae
6756,hypothetical,Drosophila sechellia,0.0,Arthropoda,Insecta,Diptera,Drosophilidae
6757,hypothetical,Drosophila simulans,0.0,Arthropoda,Insecta,Diptera,Drosophilidae
6758,hypothetical,Drosophila virilis,2.39,Arthropoda,Insecta,Diptera,Drosophilidae
6759,hypothetical,Drosophila willistoni,1.62,Arthropoda,Insecta,Diptera,Drosophilidae
6760,hypothetical,Drosophila yakuba,1.65,Arthropoda,Insecta,Diptera,Drosophilidae
6761,hypothetical alcohol dehydrogenase,Photobacterium profundum 3TCK,8.12,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
6762,hypothetical chloroplast RF19,Guillardia theta,0.0,,Cryptophyta,Pyrenomonadales,Geminigeraceae
