,gene function,organism,nador_2_counts,phylum,class,order,family
7367,hypothetical protein,Naegleria gruberi strain NEG-M,3.36,,Heterolobosea,Schizopyrenida,Vahlkampfiidae
7368,hypothetical protein,Nectria haematococca mpVI 77-13-4,1.75,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae
7369,hypothetical protein,Neisseria elongata subsp. glycolytica ATCC 29315,1.66,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae
7370,hypothetical protein,Nematostella vectensis,17.45,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae
7371,hypothetical protein,Neptuniibacter caesariensis,1.72,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
7372,hypothetical protein,Neurospora crassa OR74A,2.53,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae
7373,hypothetical protein,Nitrobacter sp. Nb-311A,1.64,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
7374,hypothetical protein,Nitrobacter winogradskyi Nb-255,3.15,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
7375,hypothetical protein,Nitrococcus mobilis Nb-231,6.53,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
7376,hypothetical protein,Nitrosomonas europaea ATCC 19718,0.0,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
7377,hypothetical protein,Nitrosomonas eutropha C91,0.0,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
7378,hypothetical protein,Nitrosomonas sp. AL212,0.0,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
7379,hypothetical protein,Nitrosospira multiformis ATCC 25196,0.0,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
7380,hypothetical protein,Nocardia farcinica IFM 10152,3.36,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
7381,hypothetical protein,Nodularia spumigena CCY9414,0.0,Cyanobacteria,,Nostocales,Aphanizomenonaceae
7382,hypothetical protein,Nostoc sp. PCC 7120,7.44,Cyanobacteria,,Nostocales,Nostocaceae
7383,hypothetical protein,Novosphingobium aromaticivorans DSM 12444,11.6,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
7384,hypothetical protein,Oceanibulbus indolifex HEL-45,4.99,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7385,hypothetical protein,Oceanicaulis sp. HTCC2633,5.6,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
7386,hypothetical protein,Oceanicola batsensis HTCC2597,23.18,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7387,hypothetical protein,Oceanicola granulosus HTCC2516,5.74,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7388,hypothetical protein,Oceanobacillus iheyensis HTE831,2.56,Firmicutes,Bacilli,Bacillales,Bacillaceae
7389,hypothetical protein,Ochrobactrum anthropi ATCC 49188,2.51,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae
7390,hypothetical protein,Octadecabacter antarcticus 307,7.49,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7391,hypothetical protein,Oenococcus oeni AWRIB429,0.0,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae
7392,hypothetical protein,Oligotropha carboxidovorans OM5,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
7393,hypothetical protein,Opitutaceae bacterium TAV2,0.0,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae
7394,hypothetical protein,Oryza sativa Japonica Group,7.33,Streptophyta,Liliopsida,Poales,Poaceae
7395,hypothetical protein,Ostreococcus lucimarinus CCE9901,34.3,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae
7396,hypothetical protein,Ostreococcus lucimarinus virus OlV1,1.62,,,,Phycodnaviridae
7397,hypothetical protein,Ostreococcus tauri,2.53,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae
7398,hypothetical protein,Ostreococcus tauri virus 1,5.0,,,,Phycodnaviridae
7399,hypothetical protein,Ostreococcus virus OsV5,37.4,,,,Phycodnaviridae
7400,hypothetical protein,Paenibacillus sp. Y412MC10,0.0,Firmicutes,Bacilli,Bacillales,Paenibacillaceae
7401,hypothetical protein,Paludibacter propionicigenes WB4,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
7402,hypothetical protein,Pan troglodytes,0.0,Chordata,Mammalia,Primates,Hominidae
7403,hypothetical protein,Parabacteroides distasonis ATCC 8503,6.4,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
7404,hypothetical protein,Parabacteroides johnsonii DSM 18315,7.55,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
7405,hypothetical protein,Parabacteroides merdae ATCC 43184,2.48,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
7406,hypothetical protein,Parachlamydia acanthamoebae str. Hall''s coccus,0.0,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae
7407,hypothetical protein,Paracoccus denitrificans PD1222,14.11,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7408,hypothetical protein,Paramecium bursaria Chlorella virus 1,0.0,,,,Phycodnaviridae
7409,hypothetical protein,Paramecium bursaria Chlorella virus AR158,3.41,,,,Phycodnaviridae
7410,hypothetical protein,Paramecium bursaria Chlorella virus FR483,0.0,,,,Phycodnaviridae
7411,hypothetical protein,Paramecium tetraurelia strain d4-2,9.11,,Oligohymenophorea,Peniculida,Parameciidae
7412,hypothetical protein,Parvibaculum lavamentivorans DS-1,10.79,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
7413,hypothetical protein,Parvularcula bermudensis HTCC2503,4.1,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae
7414,hypothetical protein,Pasteurella multocida subsp. multocida str. Pm70,4.86,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
7415,hypothetical protein,Paulinella chromatophora,0.0,,,Euglyphida,Paulinellidae
7416,hypothetical protein,Pectobacterium carotovorum subsp. brasiliensis PBR1692,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
7417,hypothetical protein,Pectobacterium carotovorum subsp. carotovorum PC1,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
7418,hypothetical protein,Pedobacter heparinus DSM 2366,2.49,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
7419,hypothetical protein,Pedobacter sp. BAL39,0.0,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
7420,hypothetical protein,Pelagibaca bermudensis HTCC2601,10.57,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7421,hypothetical protein,Pelobacter propionicus DSM 2379,0.0,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
7422,hypothetical protein,Penicillium chrysogenum Wisconsin 54-1255,3.4,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae
7423,hypothetical protein,Phaeobacter gallaeciensis 2.10,4.11,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7424,hypothetical protein,Phaeobacter gallaeciensis BS107,15.59,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7425,hypothetical protein,Phaeodactylum tricornutum CCAP 1055/1,67.43,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae
7426,hypothetical protein,Phaeosphaeria nodorum SN15,1.66,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae
7427,hypothetical protein,Phenylobacterium zucineum HLK1,0.0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
7428,hypothetical protein,Photobacterium angustum S14,0.0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
7429,hypothetical protein,Photorhabdus asymbiotica,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
7430,hypothetical protein,Photorhabdus luminescens subsp. laumondii TTO1,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
7431,hypothetical protein,Physcomitrella patens subsp. patens,13.16,Streptophyta,Bryopsida,Funariales,Funariaceae
7432,hypothetical protein,Phytophthora infestans T30-4,1.6,,Oomycetes,Peronosporales,
7433,hypothetical protein,Pichia pastoris GS115,0.0,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae
7434,hypothetical protein,Pirellula staleyi DSM 6068,1.67,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
7435,hypothetical protein,Planctomyces maris DSM 8797,19.84,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
7436,hypothetical protein,Plasmodium chabaudi chabaudi,0.0,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae
7437,hypothetical protein,Plasmodium knowlesi strain H,0.0,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae
7438,hypothetical protein,Plasmodium vivax SaI-1,0.0,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae
7439,hypothetical protein,Plasmodium yoelii yoelii str. 17XNL,1.6,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae
7440,hypothetical protein,Plesiocystis pacifica SIR-1,3.31,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae
7441,hypothetical protein,Podospora anserina S mat+,0.0,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae
7442,hypothetical protein,Polaribacter irgensii 23-P,9.06,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
7443,hypothetical protein,Polaribacter sp. MED152,1.77,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
7444,hypothetical protein,Polaromonas sp. JS666,1.61,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
7445,hypothetical protein,Populus trichocarpa,3.3,Streptophyta,,Malpighiales,Salicaceae
7446,hypothetical protein,Porphyromonas gingivalis W83,1.62,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
7447,hypothetical protein,Postia placenta Mad-698-R,0.0,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae
7448,hypothetical protein,Prevotella melaninogenica ATCC 25845,0.0,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
7449,hypothetical protein,Prochlorococcus marinus str. MIT 9303,11.7,Cyanobacteria,,Synechococcales,Prochloraceae
7450,hypothetical protein,Prochlorococcus marinus str. MIT 9312,1.57,Cyanobacteria,,Synechococcales,Prochloraceae
7451,hypothetical protein,Prochlorococcus marinus str. MIT 9313,10.7,Cyanobacteria,,Synechococcales,Prochloraceae
7452,hypothetical protein,Prochlorococcus marinus str. MIT 9515,2.48,Cyanobacteria,,Synechococcales,Prochloraceae
7453,hypothetical protein,Prochlorococcus marinus str. NATL1A,4.93,Cyanobacteria,,Synechococcales,Prochloraceae
7454,hypothetical protein,Prochlorococcus marinus subsp. pastoris str. CCMP1986,0.0,Cyanobacteria,,Synechococcales,Prochloraceae
7455,hypothetical protein,Prochlorococcus phage P-SSM2,14.99,,,Caudovirales,Myoviridae
7456,hypothetical protein,Prochlorococcus phage P-SSM4,0.0,,,Caudovirales,Myoviridae
7457,hypothetical protein,Prochlorococcus phage P-SSP7,3.28,,,Caudovirales,Podoviridae
7458,hypothetical protein,Proteus penneri ATCC 35198,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
7459,hypothetical protein,Providencia alcalifaciens DSM 30120,4.07,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
7460,hypothetical protein,Providencia stuartii ATCC 25827,1.78,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
7461,hypothetical protein,Pseudoalteromonas atlantica T6c,5.63,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
7462,hypothetical protein,Pseudoalteromonas haloplanktis TAC125,3.94,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
7463,hypothetical protein,Pseudoalteromonas sp. SM9913,3.4,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
7464,hypothetical protein,Pseudoalteromonas tunicata D2,5.82,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
7465,hypothetical protein,Pseudomonas aeruginosa 2192,3.44,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7466,hypothetical protein,Pseudomonas aeruginosa 39016,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7467,hypothetical protein,Pseudomonas aeruginosa PA7,10.49,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7468,hypothetical protein,Pseudomonas aeruginosa PACS2,15.55,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7469,hypothetical protein,Pseudomonas aeruginosa PAO1,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7470,hypothetical protein,Pseudomonas aeruginosa PAb1,2.48,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7471,hypothetical protein,Pseudomonas aeruginosa UCBPP-PA14,8.32,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7472,hypothetical protein,Pseudomonas fluorescens Pf-5,1.61,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7473,hypothetical protein,Pseudomonas fluorescens Pf0-1,1.68,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7474,hypothetical protein,Pseudomonas putida F1,1.6,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7475,hypothetical protein,Pseudomonas putida KT2440,2.42,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7476,hypothetical protein,Pseudomonas sp. ND6,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
7477,hypothetical protein,Psychrobacter cryohalolentis K5,0.0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
7478,hypothetical protein,Psychrobacter sp. PRwf-1,5.09,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
7479,hypothetical protein,Psychroflexus torquis ATCC 700755,133.79,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
7480,hypothetical protein,Psychromonas sp. CNPT3,2.44,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae
7481,hypothetical protein,Pyrococcus horikoshii OT3,1.76,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae
7482,hypothetical protein,Ralstonia eutropha H16,1.53,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
7483,hypothetical protein,Ralstonia eutropha JMP134,0.0,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
7484,hypothetical protein,Reinekea blandensis MED297,4.85,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
7485,hypothetical protein,Renibacterium salmoninarum ATCC 33209,3.28,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
7486,hypothetical protein,Rhizobium etli CFN 42,3.27,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
7487,hypothetical protein,Rhizobium etli CIAT 652,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
7488,hypothetical protein,Rhizobium leguminosarum bv. trifolii WSM2304,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
7489,hypothetical protein,Rhizobium leguminosarum bv. viciae 3841,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
7490,hypothetical protein,Rhodobacter capsulatus SB 1003,12.32,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7491,hypothetical protein,Rhodobacter sp. SW2,9.06,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7492,hypothetical protein,Rhodobacter sphaeroides 2.4.1,14.29,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7493,hypothetical protein,Rhodobacter sphaeroides ATCC 17025,11.67,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7494,hypothetical protein,Rhodobacter sphaeroides ATCC 17029,3.36,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7495,hypothetical protein,Rhodobacter sphaeroides KD131,1.63,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7496,hypothetical protein,Rhodobacteraceae bacterium HTCC2083,1.63,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7497,hypothetical protein,Rhodobacteraceae bacterium HTCC2150,17.54,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7498,hypothetical protein,Rhodobacteraceae bacterium KLH11,2.51,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7499,hypothetical protein,Rhodobacterales bacterium HTCC2255,17.29,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
7500,hypothetical protein,Rhodobacterales bacterium Y4I,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
7501,hypothetical protein,Rhodococcus jostii RHA1,2.49,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
7502,hypothetical protein,Rhodococcus opacus B4,0.0,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
7503,hypothetical protein,Rhodomicrobium vannielii ATCC 17100,2.49,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
7504,hypothetical protein,Rhodopirellula baltica SH 1,17.3,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
7505,hypothetical protein,Rhodopseudomonas palustris BisA53,4.08,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
7506,hypothetical protein,Rhodopseudomonas palustris BisB5,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
7507,hypothetical protein,Rhodopseudomonas palustris HaA2,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
7508,hypothetical protein,Rhodospirillum rubrum ATCC 11170,5.63,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
7509,hypothetical protein,Ricinus communis,3.26,Streptophyta,,Malpighiales,Euphorbiaceae
7510,hypothetical protein,Riemerella anatipestifer DSM 15868,0.0,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
7511,hypothetical protein,Robiginitalea biformata HTCC2501,56.95,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
7512,hypothetical protein,Roseiflexus castenholzii DSM 13941,0.0,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae
7513,hypothetical protein,Roseiflexus sp. RS-1,0.0,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae
7514,hypothetical protein,Roseobacter denitrificans OCh 114,85.13,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7515,hypothetical protein,Roseobacter litoralis Och 149,4.08,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7516,hypothetical protein,Roseobacter sp. AzwK-3b,36.71,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7517,hypothetical protein,Roseobacter sp. CCS2,3.98,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7518,hypothetical protein,Roseobacter sp. MED193,12.49,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7519,hypothetical protein,Roseobacter sp. SK209-2-6,5.76,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7520,hypothetical protein,Roseovarius nubinhibens ISM,41.47,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7521,hypothetical protein,Roseovarius sp. 217,12.63,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7522,hypothetical protein,Roseovarius sp. TM1035,6.56,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7523,hypothetical protein,Ruegeria pomeroyi DSS-3,45.23,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7524,hypothetical protein,Ruegeria sp. TM1040,91.06,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7525,hypothetical protein,Ruminococcus lactaris ATCC 29176,0.0,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
7526,hypothetical protein,Ruminococcus obeum ATCC 29174,1.6,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
7527,hypothetical protein,Ruminococcus torques ATCC 27756,2.48,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
7528,hypothetical protein,Saccharophagus degradans 2-40,2.44,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
7529,hypothetical protein,Saccharopolyspora erythraea NRRL 2338,2.57,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae
7530,hypothetical protein,Saccoglossus kowalevskii,0.0,Hemichordata,Enteropneusta,,Harrimaniidae
7531,hypothetical protein,Sagittula stellata E-37,11.62,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7532,hypothetical protein,Salinispora tropica CNB-440,0.0,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae
7533,hypothetical protein,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,3.3,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
7534,hypothetical protein,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
7535,hypothetical protein,Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
7536,hypothetical protein,Schistosoma mansoni,0.0,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae
7537,hypothetical protein,Schizophyllum commune H4-8,3.22,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae
7538,hypothetical protein,Sclerotinia sclerotiorum 1980 UF-70,0.0,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae
7539,hypothetical protein,Selaginella moellendorffii,9.05,Streptophyta,Lycopodiopsida,Selaginellales,Selaginellaceae
7540,hypothetical protein,Serratia proteamaculans 568,0.0,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
7541,hypothetical protein,Shewanella amazonensis SB2B,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
7542,hypothetical protein,Shewanella frigidimarina NCIMB 400,4.01,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
7543,hypothetical protein,Shewanella pealeana ATCC 700345,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
7544,hypothetical protein,Shewanella sp. ANA-3,0.0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
7545,hypothetical protein,Shewanella sp. W3-18-1,1.59,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
7546,hypothetical protein,Shuttleworthia satelles DSM 14600,0.0,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
7547,hypothetical protein,Silicibacter sp. TrichCH4B,0.0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7548,hypothetical protein,Sinorhizobium fredii NGR234,17.32,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
7549,hypothetical protein,Sinorhizobium medicae WSM419,4.1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
7550,hypothetical protein,Sinorhizobium meliloti 1021,7.45,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
7551,hypothetical protein,Sinorhizobium meliloti AK83,0.0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
7552,hypothetical protein,Sorangium cellulosum ''So ce 56'',3.23,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae
7553,hypothetical protein,Sorghum bicolor,3.3,Streptophyta,Liliopsida,Poales,Poaceae
7554,hypothetical protein,Sphingomonas wittichii RW1,0.0,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
7555,hypothetical protein,Spirosoma linguale DSM 74,0.0,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
7556,hypothetical protein,Staphylococcus aureus A8117,0.0,Firmicutes,Bacilli,Bacillales,Staphylococcaceae
7557,hypothetical protein,Staphylococcus aureus subsp. aureus str. Newman,0.0,Firmicutes,Bacilli,Bacillales,Staphylococcaceae
7558,hypothetical protein,Staphylococcus haemolyticus JCSC1435,0.0,Firmicutes,Bacilli,Bacillales,Staphylococcaceae
7559,hypothetical protein,Starkeya novella DSM 506,1.65,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
7560,hypothetical protein,Stenotrophomonas maltophilia K279a,0.0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
7561,hypothetical protein,Stenotrophomonas maltophilia R551-3,0.0,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
7562,hypothetical protein,Stigmatella aurantiaca DW4/3-1,2.58,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae
7563,hypothetical protein,Streptococcus agalactiae 18RS21,0.0,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
7564,hypothetical protein,Streptococcus agalactiae NEM316,0.0,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
7565,hypothetical protein,Streptococcus pyogenes SSI-1,0.0,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
7566,hypothetical protein,Streptococcus suis P1/7,2.4,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
7567,hypothetical protein,Streptomyces avermitilis MA-4680,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
7568,hypothetical protein,Streptomyces coelicolor A3(2),0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
7569,hypothetical protein,Streptomyces griseus subsp. griseus NBRC 13350,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
7570,hypothetical protein,Streptomyces scabiei 87.22,3.22,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
7571,hypothetical protein,Streptomyces sp. e14,0.0,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
7572,hypothetical protein,Streptosporangium roseum DSM 43021,0.0,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae
7573,hypothetical protein,Strongylocentrotus purpuratus,5.64,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae
7574,hypothetical protein,Sulfitobacter sp. EE-36,7.34,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7575,hypothetical protein,Sulfitobacter sp. NAS-14.1,4.11,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
7576,hypothetical protein,Sulfurihydrogenibium azorense Az-Fu1,0.0,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae
