gene function,organism,counts,nador_2_counts
biotin carboxyl carrier protein of acetyl-CoA carboxylase,unidentified eubacterium SCB49,4,3.37
biotin carboxylase,Gramella forsetii KT0803,5,4.11
biotin sulfoxide reductase,Salmonella enterica subsp. enterica serovar Typhi str. E00-7866,1,0.0
biotin synthase,Bartonella quintana str. Toulouse,2,1.54
biotin synthase,Chlamydophila felis Fe/C-56,1,0.0
biotin synthase,Synechococcus sp. RS9917,4,3.29
biotin synthase; contains an iron-sulfur cluster and PLP,Pseudoalteromonas tunicata D2,2,1.63
biotin synthesis protein bioC,Gluconacetobacter hansenii ATCC 23769,1,0.0
biotin synthetase,Ralstonia solanacearum PSI07,1,0.0
bis(5''-nucleosyl)-tetraphosphatase,Acinetobacter sp. ATCC 27244,1,0.0
bis(5''-nucleosyl)-tetraphosphatase,gamma proteobacterium NOR51-B,1,0.0
blue (type 1) copper domain protein,Spirosoma linguale DSM 74,2,1.65
bmp family protein,Brucella suis 1330,1,0.0
bmp family protein,Ruegeria pomeroyi DSS-3,9,7.46
branched chain amino acid ABC transporte,Lawsonia intracellularis PHE/MN1-00,1,0.0
branched-chain alpha-keto acid dehydrogenase subunit E2,Burkholderia phymatum STM815,1,0.0
branched-chain alpha-keto acid dehydrogenase subunit E2,Candidatus Protochlamydia amoebophila UWE25,1,0.0
branched-chain alpha-keto acid dehydrogenase subunit E2,Chlamydophila pneumoniae CWL029,2,1.64
branched-chain alpha-keto acid dehydrogenase subunit E2,Rickettsia felis URRWXCal2,1,0.0
branched-chain amino acid ABC transporte,Fulvimarina pelagi HTCC2506,1,0.0
branched-chain amino acid ABC transporte,Loktanella vestfoldensis SKA53,5,4.1
branched-chain amino acid ABC transporte,Pelagibaca bermudensis HTCC2601,2,1.6
branched-chain amino acid ABC transporte,Phaeobacter gallaeciensis BS107,1,0.0
branched-chain amino acid ABC transporte,Rhodobacteraceae bacterium HTCC2083,3,2.41
branched-chain amino acid ABC transporte,Rhodobacterales bacterium HTCC2255,2,1.6
branched-chain amino acid ABC transporte,Roseibium sp. TrichSKD4,1,0.0
branched-chain amino acid ABC transporte,Roseobacter sp. AzwK-3b,3,2.51
branched-chain amino acid ABC transporte,Roseobacter sp. MED193,2,1.69
branched-chain amino acid ABC transporte,Ruegeria pomeroyi DSS-3,16,13.34
branched-chain amino acid ABC transporte,Sulfitobacter sp. EE-36,2,1.64
branched-chain amino acid ABC transporter ATP-binding protein,Deferribacter desulfuricans SSM1,1,0.0
branched-chain amino acid ABC transporter ATP-binding protein,Symbiobacterium thermophilum IAM 14863,1,0.0
branched-chain amino acid ABC transporter permease,Candidatus Puniceispirillum marinum IMCC1322,5,4.05
branched-chain amino acid aminotransferase,Burkholderia vietnamiensis G4,8,6.45
branched-chain amino acid aminotransferase,Cellvibrio japonicus Ueda107,4,3.34
branched-chain amino acid aminotransferase,Croceibacter atlanticus HTCC2559,6,5.0
branched-chain amino acid aminotransferase,Fibrobacter succinogenes subsp. succinogenes S85,1,0.0
branched-chain amino acid aminotransferase,Ochrobactrum anthropi ATCC 49188,1,0.0
branched-chain amino acid aminotransferase,Rickettsia prowazekii str. Madrid E,2,1.73
branched-chain amino acid aminotransferase,Roseiflexus castenholzii DSM 13941,1,0.0
branched-chain amino acid aminotransferase,gamma proteobacterium NOR51-B,1,0.0
branched-chain amino acid aminotransferase,marine actinobacterium PHSC20C1,3,2.51
branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase family protein,Flavobacterium psychrophilum JIP02/86,2,1.73
branched-chain amino acid transport ATP-binding protein livG,Thermus thermophilus HB27,1,0.0
butyryl-CoA dehydrogenase,Candidatus Solibacter usitatus Ellin6076,3,2.47
butyryl-CoA dehydrogenase,Robiginitalea biformata HTCC2501,10,8.38
cAMP-binding protein - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinase,Candidatus Puniceispirillum marinum IMCC1322,3,2.5
calcium binding hemolysin protei,Clostridium cellulovorans 743B,2,1.76
calcium channel,Thalassiosira pseudonana CCMP1335,1,0.0
calcium-binding hemolysin protein,Neisseria sp. oral taxon 014 str. F0314,1,0.0
calcium/calmodulin-dependent protein kinase,Phaeodactylum tricornutum CCAP 1055/1,2,1.66
calcium/calmodulin-dependent protein kinase type 1D,Mus musculus,2,1.67
calmodulin,Brugia malayi,1,0.0
capsular polysaccharide biosynthesis galactosyltransferase Cap5M,Staphylococcus aureus subsp. aureus TCH70,1,0.0
capsule biosynthesis protein CapB,Plesiocystis pacifica SIR-1,1,0.0
capsule polysaccharide biosynthesis,Ruegeria sp. TM1040,2,1.68
capsule polysaccharide export protein KpsC,Cyanobium sp. PCC 7001,1,0.0
carbamoyl phosphate synthase large subunit,Arcobacter butzleri RM4018,1,0.0
carbamoyl phosphate synthase large subunit,Dechloromonas aromatica RCB,3,2.42
carbamoyl phosphate synthase large subunit,Methanosphaerula palustris E1-9c,1,0.0
carbamoyl phosphate synthase large subunit,Photobacterium profundum SS9,2,1.64
carbamoyl phosphate synthase large subunit,Rhizobium leguminosarum bv. trifolii WSM1325,1,0.0
carbamoyl phosphate synthase large subunit,Serratia proteamaculans 568,2,1.6
carbamoyl phosphate synthase large subunit,Shewanella frigidimarina NCIMB 400,3,2.56
carbamoyl phosphate synthase large subunit,Synechococcus sp. CC9311,12,9.93
carbamoyl phosphate synthase small subunit,Bifidobacterium adolescentis ATCC 15703,1,0.0
carbamoyl phosphate synthase small subunit,Buchnera aphidicola str. Sg (Schizaphis graminum),3,2.5
carbamoyl phosphate synthase small subunit,Desulfovibrio vulgaris str. ''Miyazaki F'',1,0.0
carbamoyl phosphate synthase small subunit,Erythrobacter litoralis HTCC2594,1,0.0
carbamoyl phosphate synthase small subunit,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633,1,0.0
carbamoyl phosphate synthase small subunit,Shewanella sediminis HAW-EB3,1,0.0
carbamoyl phosphate synthase small subunit,Thermosynechococcus elongatus BP-1,1,0.0
carbamoyl transferase,Leptospira borgpetersenii serovar Hardjo-bovis L550,2,1.54
carbamoyl-phosphate synthas,Achromobacter piechaudii ATCC 43553,1,0.0
carbamoyl-phosphate synthas,Burkholderiales bacterium 1_1_47,1,0.0
carbamoyl-phosphate synthas,Chlorobium chlorochromatii CaD3,1,0.0
carbamoyl-phosphate synthas,Mucilaginibacter paludis DSM 18603,4,3.18
carbamoyl-phosphate synthas,Polaribacter sp. MED152,14,11.26
carbamoyl-phosphate synthas,Polynucleobacter necessarius subsp. necessarius STIR1,3,2.51
carbamoyl-phosphate synthas,Roseobacter sp. GAI101,14,11.62
carbamoyl-phosphate synthas,Zymomonas mobilis subsp. mobilis ATCC 10988,3,2.51
carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit,Arthrobacter arilaitensis Re117,1,0.0
carbamoyl-phosphate synthase large chain,Chromobacterium violaceum ATCC 12472,4,3.31
carbamoyl-phosphate synthase large chain,Erwinia amylovora CFBP1430,1,0.0
carbamoyl-phosphate synthase large subunit,Brucella melitensis bv. 3 str. Ether,8,6.68
carbamoyl-phosphate synthase large subunit,Maribacter sp. HTCC2170,59,48.42
carbamoyl-phosphate synthase large subunit,Reinekea blandensis MED297,4,3.39
carbamoyl-phosphate synthase large subunit,marine gamma proteobacterium HTCC2143,2,1.67
carbamoyl-phosphate synthase small chain,Beggiatoa sp. PS,1,0.0
carbamoyl-phosphate synthase small subunit,Thiobacillus denitrificans ATCC 25259,1,0.0
carbamoyl-phosphate synthetase,Pan troglodytes,1,0.0
carbamoylphosphate synthase large subunit,Methanopyrus kandleri AV19,1,0.0
carbohydrate ABC transporter permease,Burkholderia mallei NCTC 10247,1,0.0
carbohydrate ABC transporter permease,Clostridium botulinum B1 str. Okra,1,0.0
carbohydrate kinas,Cyanobium sp. PCC 7001,3,2.56
carbohydrate kinas,Jannaschia sp. CCS1,3,2.54
carbohydrate kinase,Prochlorococcus marinus str. MIT 9301,1,0.0
carbohydrate kinase CbhK,Mycobacterium ulcerans Agy99,1,0.0
carbohydrate kinase FGGY family,Synechococcus sp. CC9902,2,1.7
carbomycin resistance ATPase,marine actinobacterium PHSC20C1,1,0.0
carbon monoxide dehydrogenas,Roseobacter sp. SK209-2-6,4,3.27
carbon monoxide dehydrogenas,Sulfitobacter sp. NAS-14.1,8,6.65
carbon monoxide dehydrogenase small chain (co dehydrogenase subunit s) (co-dh s),Ralstonia solanacearum CFBP2957,1,0.0
carbon monoxide dehydrogenase subunit G,Rhodobacter sphaeroides ATCC 17025,3,2.57
carbon storage regulato,Psychromonas ingrahamii 37,1,0.0
carbon storage regulator,Methylococcus capsulatus str. Bath,1,0.0
carbon-monoxide dehydrogenase (acceptor),Rhodopseudomonas palustris BisA53,6,4.77
carbonate dehydratase,Pseudoalteromonas atlantica T6c,2,1.59
carbonate dehydratase,Silicibacter lacuscaerulensis ITI-1157,1,0.0
carboxy--processing protease,Thalassiobium sp. R2A62,2,1.68
carboxy-terminal processing protease precursor,Bacteroides vulgatus ATCC 8482,2,1.62
carboxyl transferase,Dechloromonas aromatica RCB,3,2.49
carboxyl transferase,Streptomyces scabiei 87.22,3,2.47
carboxyl transferase,Thermoanaerobacter ethanolicus CCSD1,1,0.0
carboxyl-terminal protease,Methylobacillus flagellatus KT,3,2.54
carboxyl-terminal protease,Neptuniibacter caesariensis,1,0.0
carboxyl-terminal protease,Nitrosococcus halophilus Nc4,1,0.0
carboxyl-terminal protease,Planctomyces limnophilus DSM 3776,2,1.64
carboxyl-terminal protease S41A,Azotobacter vinelandii DJ,3,2.5
carboxyl-terminal protease family protein,Sulfitobacter sp. EE-36,8,6.59
carboxylesteras,Novosphingobium aromaticivorans DSM 12444,1,0.0
carboxylesterase 2-like,Bos taurus,1,0.0
carboxymethylenebutenolidase,Acetobacter pasteurianus IFO 3283-01,1,0.0
carboxymethylenebutenolidase,Polaromonas naphthalenivorans CJ2,1,0.0
carboxypeptidase,Ruegeria sp. TM1040,8,6.58
carboxypeptidase Taq,Exiguobacterium sibiricum 255-15,1,0.0
carotenoid binding protein,Synechococcus sp. WH 7803,12,9.94
carotenoid oxygenase,Mycobacterium smegmatis str. MC2 155,2,1.73
catalase,Rhodobacterales bacterium HTCC2255,39,31.73
catalase-peroxidase KatB,Legionella pneumophila str. Lens,7,5.77
catalase/peroxidase,Aeromonas salmonicida subsp. salmonicida A449,6,4.86
catalase/peroxidase,Gloeobacter violaceus PCC 7421,5,3.99
catalase/peroxidase,Streptomyces ghanaensis ATCC 14672,1,0.0
catalase/peroxidase HPI,Flavobacteria bacterium BAL38,2,1.67
catalase/peroxidase HPI,Leptothrix cholodnii SP-6,2,1.66
catalase/peroxidase HPI,Marinomonas sp. MWYL1,18,15.04
catalase/peroxidase HPI,Mycobacterium vanbaalenii PYR-1,5,4.07
catalase/peroxidase HPI,Octadecabacter antarcticus 307,1,0.0
catalase/peroxidase HPI,alpha proteobacterium HIMB114,18,14.65
catalase/peroxidase HPI,unidentified eubacterium SCB49,1,0.0
catalyti,Ricinus communis,1,0.0
catalytic domain of components of various dehydrogenase complexes,Coraliomargarita akajimensis DSM 45221,1,0.0
cation antiporter,Shewanella frigidimarina NCIMB 400,1,0.0
cation efflux family protein,Synechococcus sp. WH 7803,1,0.0
cation efflux protein,Pedobacter sp. BAL39,1,0.0
cation efflux system membrane protein CzcA-like protein,Gloeobacter violaceus PCC 7421,1,0.0
cation efflux system protein,Blastopirellula marina DSM 3645,1,0.0
cation transport protein,Brucella sp. BO2,1,0.0
cation transporter,Parvibaculum lavamentivorans DS-1,3,2.49
cation transporter ATPase A ctpA,Mycobacterium tuberculosis F11,1,0.0
cation-transporting ATPas,Croceibacter atlanticus HTCC2559,9,7.32
cation/acetate symporter ActP,Rhodospirillum centenum SW,1,0.0
cation/multidrug efflux pump,Ralstonia eutropha H16,1,0.0
cation:multidrug efflux pump,Nitratiruptor sp. SB155-2,1,0.0
cell cycle control protein cwf4,Thalassiosira pseudonana CCMP1335,1,0.0
cell cycle protein mesj,Candidatus Pelagibacter ubique HTCC1062,43,35.76
cell division ATP-binding protein FtsE,Brevibacterium linens BL2,1,0.0
cell division ATP-binding protein FtsE,Flavobacterium psychrophilum JIP02/86,5,4.09
cell division ATP-binding protein FtsE,Halorhodospira halophila SL1,1,0.0
cell division ATP-binding protein FtsE,Pseudomonas putida F1,1,0.0
cell division ATP-binding protein fts,Methylophilales bacterium HTCC2181,2,1.69
cell division FtsK/SpoIIIE,Thermobispora bispora DSM 43833,1,0.0
cell division inhibitor,Maribacter sp. HTCC2170,2,1.6
cell division inhibitor SlmA,Ferrimonas balearica DSM 9799,1,0.0
cell division membrane protein,Streptosporangium roseum DSM 43021,1,0.0
cell division protei,Flavobacteriales bacterium ALC-1,17,14.0
cell division protein,Flavobacteriales bacterium ALC-1,21,17.26
cell division protein,Guillardia theta,6,4.99
cell division protein,Xanthomonas axonopodis pv. citri str. 306,1,0.0
cell division protein Fts,Rhodospirillum centenum SW,5,3.98
cell division protein FtsA,Alcanivorax borkumensis SK2,1,0.0
cell division protein FtsA,Dechloromonas aromatica RCB,2,1.62
cell division protein FtsA,Jannaschia sp. CCS1,1,0.0
cell division protein FtsA,Polaribacter sp. MED152,7,5.81
cell division protein FtsA,Rhodothermus marinus DSM 4252,4,3.35
cell division protein FtsA,Ruegeria pomeroyi DSS-3,6,5.02
cell division protein FtsH,Candidatus Vesicomyosocius okutanii HA,1,0.0
cell division protein FtsH,Reinekea blandensis MED297,1,0.0
cell division protein FtsH,Synechocystis sp. PCC 6803,1,0.0
cell division protein FtsH3,Synechococcus sp. CC9311,5,4.22
cell division protein FtsI/penicillin-binding protein 2,Lawsonia intracellularis PHE/MN1-00,2,1.65
cell division protein FtsK,Mycobacterium abscessus ATCC 19977,1,0.0
cell division protein FtsK,Tropheryma whipplei str. Twist,1,0.0
cell division protein FtsW,Candidatus Pelagibacter ubique HTCC1002,11,9.06
cell division protein FtsW,Maritimibacter alkaliphilus HTCC2654,1,0.0
cell division protein FtsW,Pseudoalteromonas haloplanktis TAC125,1,0.0
cell division protein FtsW,Synechococcus sp. CC9605,13,10.99
cell division protein FtsX,Flavobacterium psychrophilum JIP02/86,4,3.36
cell division protein FtsX,Psychroflexus torquis ATCC 700755,2,1.69
cell division protein FtsY,Buchnera aphidicola str. APS (Acyrthosiphon pisum),1,0.0
cell division protein FtsY,Citrobacter koseri ATCC BAA-895,1,0.0
cell division protein FtsZ,Anaplasma centrale str. Israel,2,1.65
cell division protein FtsZ,Atopobium parvulum DSM 20469,1,0.0
cell division protein FtsZ,Ehrlichia ruminantium str. Welgevonden,6,4.88
cell division protein FtsZ,Methanothermobacter thermautotrophicus str. Delta H,1,0.0
cell division protein FtsZ,Methylococcus capsulatus str. Bath,3,2.5
cell division protein FtsZ,Nitrobacter hamburgensis X14,1,0.0
cell division protein FtsZ,Pectobacterium atrosepticum SCRI1043,1,0.0
cell division protein FtsZ,Sinorhizobium meliloti AK83,7,5.78
cell division protein FtsZ,Synechococcus sp. WH 7805,2,1.59
cell division protein FtsZ,marine gamma proteobacterium HTCC2143,3,2.26
cell division protein MraZ,Saccharophagus degradans 2-40,4,3.25
cell division protein ZapA,Pseudomonas mendocina ymp,4,3.28
cell division protein ftsQ,Ruegeria pomeroyi DSS-3,10,8.34
cell division protein ftsW,Rickettsia bellii RML369-C,5,4.16
cell division protein ftsY,Granulibacter bethesdensis CGDNIH1,1,0.0
cell division topological specificity factor MinE,Synechococcus sp. CC9311,1,0.0
cell divisionFtsK/SpoIIIE,Akkermansia muciniphila ATCC BAA-835,4,3.26
cell divisionFtsK/SpoIIIE,Methylobacterium extorquens PA1,1,0.0
cell shape determining protei,Chlorobium ferrooxidans DSM 13031,1,0.0
cell shape determining protei,Ruegeria sp. R11,2,1.69
cell surface protein,Methanosarcina acetivorans C2A,3,2.5
cell wall associated biofilm protein,Croceibacter atlanticus HTCC2559,9,7.45
cell wall biogenesis regulatory protein,Prochlorococcus marinus str. MIT 9215,1,0.0
cell wall surface anchor family protein,Bdellovibrio bacteriovorus HD100,25,20.47
cell wall surface anchor family protein,Psychroflexus torquis ATCC 700755,2,1.63
cell-division ATP-binding protein,Bacillus pumilus SAFR-032,1,0.0
centri,Cryptosporidium parvum Iowa II,2,1.7
channel transporter,Streptomyces scabiei 87.22,2,1.68
chaperon,Roseobacter sp. MED193,5,4.16
chaperone ClpB,Campylobacter fetus subsp. fetus 82-40,1,0.0
chaperone ClpB,Streptomyces scabiei 87.22,2,1.73
chaperone ClpB,Zunongwangia profunda SM-A87,8,6.72
chaperone DnaJ,Sphingobacterium spiritivorum ATCC 33861,2,1.68
chaperone and heat shock protein 70,Campylobacter concisus 13826,1,0.0
chaperone protein DnaJ,Bifidobacterium longum NCC2705,1,0.0
chaperone protein DnaJ,Chlorobium luteolum DSM 273,2,1.69
chaperone protein DnaJ,Clostridium perfringens ATCC 13124,1,0.0
chaperone protein DnaJ,Maribacter sp. HTCC2170,10,8.27
chaperone protein DnaJ,Pantoea sp. At-9b,1,0.0
chaperone protein DnaJ,Proteus mirabilis HI4320,1,0.0
chaperone protein DnaJ,Salinispora tropica CNB-440,1,0.0
chaperone protein DnaJ,beta proteobacterium KB13,11,9.09
chaperone protein DnaJ,candidate division TM7 genomosp. GTL1,1,0.0
chaperone protein DnaK,Candidatus Carsonella ruddii PV,1,0.0
chaperone protein DnaK,Cryptobacterium curtum DSM 15641,4,3.37
chaperone protein DnaK,Oceanicola batsensis HTCC2597,17,13.83
chaperone protein DnaK,Parvibaculum lavamentivorans DS-1,3,2.34
chaperone protein DnaK,Phaeobacter gallaeciensis 2.10,14,11.48
chaperone protein DnaK,Roseiflexus castenholzii DSM 13941,2,1.67
chaperone protein DnaK,gamma proteobacterium NOR5-3,7,5.82
chaperone protein DnaK (heat shock protein 70) (heat shock 70 kDa protein) (HSP70),Legionella drancourtii LLAP12,1,0.0
chaperone protein HscA,Psychrobacter arcticus 273-4,1,0.0
chaperonin,Azorhizobium caulinodans ORS 571,1,0.0
chaperonin Cpn60,Rhodobacter sphaeroides 2.4.1,1,0.0
chaperonin GroEL,Acetivibrio cellulolyticus CD2,1,0.0
chaperonin GroEL,Acidovorax citrulli AAC00-1,3,2.63
chaperonin GroEL,Bradyrhizobium japonicum USDA 110,1,0.0
chaperonin GroEL,Candidatus Blochmannia floridanus,1,0.0
chaperonin GroEL,Candidatus Zinderia insecticola CARI,4,3.22
chaperonin GroEL,Cupriavidus metallidurans CH34,5,4.15
chaperonin GroEL,Desulfuromonas acetoxidans DSM 684,2,1.62
chaperonin GroEL,Dyadobacter fermentans DSM 18053,1,0.0
chaperonin GroEL,Flavobacteria bacterium MS024-3C,8,6.68
chaperonin GroEL,Francisella tularensis subsp. tularensis WY96-3418,1,0.0
chaperonin GroEL,Nostoc sp. PCC 7120,4,3.37
chaperonin GroEL,Oceanicola granulosus HTCC2516,4,3.24
chaperonin GroEL,Ochrobactrum anthropi ATCC 49188,1,0.0
chaperonin GroEL,Parabacteroides distasonis ATCC 8503,3,2.55
chaperonin GroEL,Persephonella marina EX-H1,4,3.25
chaperonin GroEL,Prevotella oralis ATCC 33269,2,1.63
chaperonin GroEL,Rhizobium leguminosarum bv. trifolii WSM1325,2,1.57
chaperonin GroEL,Rickettsia rickettsii str. ''Sheila Smith'',4,3.22
chaperonin GroEL,Thermosynechococcus elongatus BP-1,2,1.71
chaperonin GroEL,Verrucomicrobium spinosum DSM 4136,1,0.0
chaperonin GroEL,marine actinobacterium PHSC20C1,2,1.65
chaperonin GroEL (Hsp6,Methylophilales bacterium HTCC2181,5,4.15
chaperonin GroL,Brevibacterium mcbrellneri ATCC 49030,4,3.26
chaperonin GroL,Ruminococcus albus 8,1,0.0
chaperonin GroL,Streptococcus infantis SK1302,1,0.0
chaperonin GroS,Ruegeria sp. R11,1,0.0
chaperonin csaA,Roseovarius nubinhibens ISM,2,1.64
chemoreceptor-like protein,Synechococcus phage P60,5,4.05
chemotaxis protein methyltransferase,Bdellovibrio bacteriovorus HD100,1,0.0
chemotaxis sensory transducer,Planctomyces maris DSM 8797,2,1.63
chemotaxis sensory transducer,Thiobacillus denitrificans ATCC 25259,1,0.0
chitinase D precursor,Brevibacillus brevis NBRC 100599,1,0.0
chitinase-like domain-containing protein,Synechococcus sp. RCC307,8,6.6
chitooligosaccharide deacetylase,Vibrio coralliilyticus ATCC BAA-450,3,2.44
chloride channel protein,Thalassiosira pseudonana CCMP1335,1,0.0
chloromuconate cycloisomerase,unidentified eubacterium SCB49,1,0.0
chlorophyllide reductase iron protein subunit X,marine gamma proteobacterium HTCC2080,10,8.04
chlorophyllide reductase subunit Z,Methylobacterium sp. 4-46,10,8.27
choline dehydrogenase,Roseobacter sp. SK209-2-6,1,0.0
choline dehydrogenase,Starkeya novella DSM 506,1,0.0
choline sulfatase,Lentisphaera araneosa HTCC2155,1,0.0
choline sulfatase,Maritimibacter alkaliphilus HTCC2654,2,1.64
choline/carnitine/betaine transporter,Alkaliphilus metalliredigens QYMF,7,5.82
choline/carnitine/betaine transporter,Arthrobacter sp. FB24,2,1.62
choline/carnitine/betaine transporter,Desulfotomaculum reducens MI-1,1,0.0
chondroitin AC/alginate lyase domain-containing protein,Gramella forsetii KT0803,1,0.0
chorismate binding enzyme,Burkholderia thailandensis E264,1,0.0
chorismate synthase,Acidiphilium cryptum JF-5,2,1.6
chorismate synthase,Bartonella quintana str. Toulouse,2,1.66
chorismate synthase,Bordetella bronchiseptica RB50,2,1.63
chorismate synthase,Magnetococcus sp. MC-1,1,0.0
chorismate synthase,Marinobacter sp. ELB17,2,1.75
chorismate synthase,Methylacidiphilum infernorum V4,1,0.0
chorismate synthase,Parabacteroides sp. D13,1,0.0
chorismate synthase,Planctomyces limnophilus DSM 3776,1,0.0
chorismate synthase,Rhodopseudomonas palustris TIE-1,2,1.53
chorismate synthase,Salmonella enterica subsp. enterica serovar Typhi str. CT18,2,1.74
chorismate synthase,Silicibacter sp. TrichCH4B,1,0.0
chorismate synthase,Synechococcus sp. BL107,11,9.01
chromate transporter,Pseudomonas entomophila L48,1,0.0
chromate transporter,Silicibacter sp. TrichCH4B,1,0.0
chromate transporter,Synechococcus sp. WH 8102,2,1.63
chromosomal replication initiation protein,Bacillus pumilus SAFR-032,1,0.0
chromosomal replication initiation protein,Escherichia coli ATCC 8739,1,0.0
chromosomal replication initiation protein,Magnetospirillum magneticum AMB-1,11,9.15
chromosomal replication initiation protein,Pseudomonas syringae pv. phaseolicola 1448A,9,7.25
chromosomal replication initiation protein,Streptomyces coelicolor A3(2),1,0.0
chromosomal replication initiator protein DnaA,Roseobacter sp. GAI101,8,6.54
chromosomal replication initiator protein dnaa,Marivirga tractuosa DSM 4126,2,1.64
chromosome (plasmid) partitioning protein ParA/sporulation initiation inhibitor protein soj,Vibrio cholerae BX 330286,5,4.25
chromosome assembly protein,Pyrococcus horikoshii OT3,1,0.0
chromosome partition protein Sm,Treponema denticola ATCC 35405,1,0.0
chromosome partitioning ATPase,Flavobacterium johnsoniae UW101,8,6.66
chromosome partitioning ATPase,Micrococcus luteus NCTC 2665,1,0.0
chromosome partitioning protein,Bdellovibrio bacteriovorus HD100,3,2.61
chromosome partitioning protein,marine actinobacterium PHSC20C1,1,0.0
chromosome partitioning protein MipZ,Rhodobacter capsulatus SB 1003,7,5.7
chromosome partitioning protein ParB,Rhodobacteraceae bacterium HTCC2083,1,0.0
chromosome partitioning protein par,Flavobacteria bacterium BBFL7,3,2.4
chromosome partitioning protein parB,Oceanicola batsensis HTCC2597,3,2.46
chromosome segregation ATPase,Synechococcus sp. RCC307,17,13.67
chromosome segregation ATPase,Synechococcus sp. WH 7803,6,4.78
chromosome segregation DNA-binding protein,Saccharophagus degradans 2-40,3,2.55
chromosome segregation SMC protei,Pseudomonas stutzeri A1501,8,6.7
chromosome segregation and condensation protei,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,1,0.0
chromosome segregation protein SMC,Chromohalobacter salexigens DSM 3043,1,0.0
chromosome segregation protein SMC,Clostridium butyricum E4 str. BoNT E BL5262,1,0.0
chromosome segregation protein SMC,Clostridium lentocellum DSM 5427,1,0.0
chromosome segregation protein SMC,Kangiella koreensis DSM 16069,2,1.65
chromosome segregation protein SMC,Marinobacter aquaeolei VT8,11,9.09
chromosome segregation protein SMC,Methylovorus sp. SIP3-4,1,0.0
chromosome segregation protein SMC,Novosphingobium aromaticivorans DSM 12444,1,0.0
ciliary dynein heavy chai,Perkinsus marinus ATCC 50983,3,2.5
ciliary outer arm dynein beta heavy chain-related,Plasmodium yoelii yoelii str. 17XNL,1,0.0
circadian clock protein KaiC,Synechococcus sp. BL107,4,3.31
circadian clock protein KaiC,Synechococcus sp. RCC307,14,11.57
circumsporozoite (CS) protein,Plasmodium berghei str. ANKA,1,0.0
citrate lyas,Leptospira borgpetersenii serovar Hardjo-bovis JB197,1,0.0
citrate synthase,Bacillus clausii KSM-K16,1,0.0
citrate synthase,Candidatus Pelagibacter ubique HTCC1062,105,86.06
citrate synthase,Leeuwenhoekiella blandensis MED217,3,2.42
citrate synthase,Methylobacillus flagellatus KT,2,1.53
citrate synthase,Rhodobacterales bacterium HTCC2255,1,0.0
citrate synthase,Robiginitalea biformata HTCC2501,23,18.83
citrate synthase I,Brevundimonas sp. BAL3,2,1.63
citrate synthase I,Methylobacter tundripaludum SV96,1,0.0
citrate synthase I,Roseiflexus castenholzii DSM 13941,1,0.0
citrate synthase I,Roseovarius sp. 217,3,2.42
citrate transporter,Flavobacteriales bacterium ALC-1,8,6.86
citrate transporter-like,Saccoglossus kowalevskii,1,0.0
clamp loader subunit,Prochlorococcus phage P-SSM2,182,149.75
class I/II aminotransferase,Marinomonas sp. MWYL1,2,1.66
class I/II aminotransferase,Methanoplanus petrolearius DSM 11571,3,2.41
class III aminotransferase,Candidatus Puniceispirillum marinum IMCC1322,8,6.55
class-V aminotransferase family cysteine desulfurase-like protein,Prochlorococcus marinus str. MIT 9312,1,0.0
clathrin heavy chain,Aspergillus flavus NRRL3357,1,0.0
cleavage and polyadenylation specifity factor protein,Cryptosporidium hominis TU502,1,0.0
co-chaperone GrpE,Roseobacter sp. GAI101,2,1.7
co-chaperone GrpE,alpha proteobacterium HIMB114,5,4.02
co-chaperone p23 domain-containing protein,Naegleria gruberi strain NEG-M,1,0.0
co-chaperonin GroES,Bifidobacterium adolescentis ATCC 15703,1,0.0
co-chaperonin GroES,Cytophaga hutchinsonii ATCC 33406,5,4.09
co-chaperonin GroES,Pseudomonas syringae pv. syringae B728a,3,2.51
co-chaperonin GroES,Synechococcus sp. WH 7803,5,3.99
coatomer delta subunit,Aedes aegypti,1,0.0
coatomer protein comple,Danio rerio,1,0.0
coatomer protein complex subunit bet,Toxoplasma gondii ME49,1,0.0
cob(I)alamin adenosyltransferas,Roseobacter denitrificans OCh 114,19,15.67
cob(I)yrinic acid,Bradyrhizobium japonicum USDA 110,1,0.0
cob(I)yrinic acid,Pelagibaca bermudensis HTCC2601,3,2.63
cob(I)yrinic acid,Roseobacter denitrificans OCh 114,13,10.7
cob(I)yrinic acid,gamma proteobacterium HTCC2207,1,0.0
cobalamin (vitamin B12) biosynthesis CbiM protein,Nocardioides sp. JS614,3,2.57
cobalamin B12-binding domain protein,Anaeromyxobacter dehalogenans 2CP-1,1,0.0
cobalamin biosynthesis protein CobD,Aurantimonas manganoxydans SI85-9A1,1,0.0
cobalamin biosynthesis protein CobD,Silicibacter lacuscaerulensis ITI-1157,2,1.69
cobalamin biosynthesis protein CobD,Synechococcus sp. RS9917,1,0.0
cobalamin biosynthesis protein CobT,Bartonella tribocorum CIP 105476,2,1.7
cobalamin synthesis protein,Bradyrhizobium japonicum USDA 110,1,0.0
cobalamin synthesis protein,Xanthomonas albilineans,2,1.64
