gene function,organism,counts,nador_1_counts
capsule polysaccharide biosynthesis,Ruegeria sp. TM1040,3,2.46
carbamoyl phosphate synthase large subunit,Arcobacter butzleri RM4018,2,1.7
carbamoyl phosphate synthase large subunit,Dechloromonas aromatica RCB,4,3.31
carbamoyl phosphate synthase large subunit,Nitrobacter winogradskyi Nb-255,2,1.55
carbamoyl phosphate synthase large subunit,Photobacterium profundum SS9,2,1.68
carbamoyl phosphate synthase large subunit,Shewanella frigidimarina NCIMB 400,9,7.5
carbamoyl phosphate synthase large subunit,Synechococcus sp. CC9311,8,6.61
carbamoyl phosphate synthase small subunit,Bifidobacterium adolescentis ATCC 15703,1,0.0
carbamoyl phosphate synthase small subunit,Desulfovibrio vulgaris str. ''Miyazaki F'',3,2.37
carbamoyl phosphate synthase small subunit,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633,1,0.0
carbamoyl phosphate synthase small subunit,Shewanella sediminis HAW-EB3,1,0.0
carbamoyl phosphate synthase small subunit,Thermosynechococcus elongatus BP-1,1,0.0
carbamoyl phosphate synthetas,Xenorhabdus nematophila ATCC 19061,1,0.0
carbamoyl transferase,Leptospira borgpetersenii serovar Hardjo-bovis L550,2,1.69
carbamoyl-phosphate synthas,Burkholderiales bacterium 1_1_47,2,1.62
carbamoyl-phosphate synthas,Mucilaginibacter paludis DSM 18603,6,4.98
carbamoyl-phosphate synthas,Polaribacter sp. MED152,8,6.49
carbamoyl-phosphate synthas,Polynucleobacter necessarius subsp. necessarius STIR1,2,1.69
carbamoyl-phosphate synthas,Roseobacter sp. GAI101,22,18.19
carbamoyl-phosphate synthas,Salmonella enterica subsp. enterica serovar Javiana str. GA_MM04042433,1,0.0
carbamoyl-phosphate synthas,Zymomonas mobilis subsp. mobilis ATCC 10988,2,1.67
carbamoyl-phosphate synthase large chain,Chromobacterium violaceum ATCC 12472,5,4.06
carbamoyl-phosphate synthase large subunit,Brucella melitensis bv. 3 str. Ether,12,10.03
carbamoyl-phosphate synthase large subunit,Reinekea blandensis MED297,2,1.62
carbamoyl-phosphate synthase large subunit,marine gamma proteobacterium HTCC2143,10,8.22
carbamoyl-phosphate synthase small chain,Beggiatoa sp. PS,1,0.0
carbamoyl-phosphate synthetase,Pan troglodytes,1,0.0
carbamoylphosphate synthase large subunit,Methanopyrus kandleri AV19,2,1.68
carbohydrate ABC transporter ATP-binding protein,Synechococcus sp. JA-2-3B''a(2-13),1,0.0
carbohydrate ABC transporter ATP-binding protein,Synechococcus sp. JA-3-3Ab,2,1.68
carbohydrate ABC transporter permease,Burkholderia mallei NCTC 10247,1,0.0
carbohydrate ABC transporter substrate-binding protei,Ilyobacter polytropus DSM 2926,1,0.0
carbohydrate kinas,Cyanobium sp. PCC 7001,5,4.12
carbohydrate kinas,Jannaschia sp. CCS1,2,1.68
carbohydrate kinase,Prochlorococcus marinus str. MIT 9301,1,0.0
carbohydrate kinase CbhK,Mycobacterium ulcerans Agy99,1,0.0
carbohydrate kinase FGGY family,Synechococcus sp. CC9902,2,1.6
carbohydrate/purine kinase family protein,Rhodobacter capsulatus SB 1003,1,0.0
carbomycin resistance ATPase,marine actinobacterium PHSC20C1,3,2.48
carbon monoxide dehydrogenas,Roseobacter sp. SK209-2-6,2,1.7
carbon monoxide dehydrogenas,Sulfitobacter sp. NAS-14.1,5,4.14
carbon monoxide dehydrogenase small chain (co dehydrogenase subunit s) (co-dh s),Ralstonia solanacearum CFBP2957,1,0.0
carbon monoxide dehydrogenase subunit G,Rhodobacter sphaeroides ATCC 17025,2,1.72
carbon storage regulato,Psychromonas ingrahamii 37,1,0.0
carbon storage regulator,Methylococcus capsulatus str. Bath,1,0.0
carbon storage regulator,Teredinibacter turnerae T7901,3,2.44
carbon-monoxide dehydrogenase (acceptor),Rhodopseudomonas palustris BisA53,3,2.45
carbonate dehydratase,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,1,0.0
carbonate dehydratase,Pseudoalteromonas atlantica T6c,2,1.67
carbonate dehydratase,Silicibacter lacuscaerulensis ITI-1157,3,2.42
carbonic anhydrase,Synechococcus sp. WH 7803,1,0.0
carboxy--processing protease,Thalassiobium sp. R2A62,1,0.0
carboxy-terminal processing protease precursor,Bacteroides vulgatus ATCC 8482,2,1.58
carboxyl transferase,Dechloromonas aromatica RCB,4,3.18
carboxyl transferase,Streptomyces scabiei 87.22,1,0.0
carboxyl-terminal protease,Methylobacillus flagellatus KT,3,2.41
carboxyl-terminal protease,Rhodopseudomonas palustris BisB18,1,0.0
carboxyl-terminal protease S41A,Azotobacter vinelandii DJ,1,0.0
carboxyl-terminal protease family protein,Sulfitobacter sp. EE-36,6,4.9
carboxylate-amine ligase,Citreicella sp. SE45,1,0.0
carboxylesterase,Streptosporangium roseum DSM 43021,2,1.59
carboxymethylenebutenolidase,Acetobacter pasteurianus IFO 3283-01,1,0.0
carboxymethylenebutenolidase,Methylobacillus flagellatus KT,1,0.0
carboxymethylenebutenolidase,Polaromonas naphthalenivorans CJ2,5,4.05
carboxymuconolactone decarboxylase,Trichodesmium erythraeum IMS101,1,0.0
carboxypeptidase,Geobacillus thermodenitrificans NG80-2,2,1.68
carboxypeptidase,Ruegeria sp. TM1040,6,4.92
carboxypeptidase Taq,Exiguobacterium sibiricum 255-15,1,0.0
carboxypeptidase Taq,Methylobacterium sp. 4-46,1,0.0
cardiolipin synthetase,Marinobacter aquaeolei VT8,1,0.0
carnitine O-palmitoyltransferase,Ailuropoda melanoleuca,1,0.0
carotenoid binding protein,Synechococcus sp. WH 7803,10,8.36
casein kinase II,Lodderomyces elongisporus NRRL YB-4239,1,0.0
casein kinase II subunit beta,Phytophthora infestans T30-4,1,0.0
catalase,Rhodobacterales bacterium HTCC2255,45,36.9
catalase-peroxidase KatB,Legionella pneumophila str. Lens,9,7.42
catalase/peroxidase,Aeromonas salmonicida subsp. salmonicida A449,3,2.53
catalase/peroxidase,Gloeobacter violaceus PCC 7421,1,0.0
catalase/peroxidase,Vibrio cholerae MZO-2,1,0.0
catalase/peroxidase,Vibrio mimicus MB451,1,0.0
catalase/peroxidase HPI,Burkholderia thailandensis MSMB43,1,0.0
catalase/peroxidase HPI,Flavobacteria bacterium BAL38,3,2.53
catalase/peroxidase HPI,Leptothrix cholodnii SP-6,2,1.62
catalase/peroxidase HPI,Marinomonas sp. MWYL1,14,11.48
catalase/peroxidase HPI,Mycobacterium vanbaalenii PYR-1,3,2.4
catalase/peroxidase HPI,alpha proteobacterium HIMB114,22,18.47
catalase/peroxidase HPI,unidentified eubacterium SCB49,2,1.62
cation antiporter,Shewanella frigidimarina NCIMB 400,1,0.0
cation efflux family protein,Synechococcus sp. WH 7803,3,2.48
cation efflux protein,Pedobacter sp. BAL39,1,0.0
cation efflux system membrane protein CzcA-like protein,Gloeobacter violaceus PCC 7421,1,0.0
cation efflux system protein,Blastopirellula marina DSM 3645,1,0.0
cation efflux system protein CusA,Algoriphagus sp. PR1,2,1.59
cation transporter,Chelativorans sp. BNC1,1,0.0
cation transporter ATPase A ctpA,Mycobacterium tuberculosis F11,1,0.0
cation-transporting ATPas,Croceibacter atlanticus HTCC2559,10,8.12
cation/multidrug efflux pump,Cytophaga hutchinsonii ATCC 33406,1,0.0
cation/multidrug efflux pump,Ralstonia eutropha H16,1,0.0
cation:multidrug efflux pump,Nitratiruptor sp. SB155-2,1,0.0
cbb3-type cytochrome c oxidase subunit I,Shewanella frigidimarina NCIMB 400,1,0.0
cell cycle control protein cwf4,Thalassiosira pseudonana CCMP1335,2,1.54
cell cycle protein mesj,Candidatus Pelagibacter ubique HTCC1062,45,37.16
cell division ATP-binding protein FtsE,Brevibacterium linens BL2,2,1.7
cell division ATP-binding protein FtsE,Flavobacterium psychrophilum JIP02/86,5,4.0
cell division ATP-binding protein FtsE,Halorhodospira halophila SL1,2,1.58
cell division ATP-binding protein FtsE,Shewanella woodyi ATCC 51908,1,0.0
cell division FtsK/SpoIIIE,Moorella thermoacetica ATCC 39073,1,0.0
cell division FtsK/SpoIIIE,Thermobispora bispora DSM 43833,1,0.0
cell division inhibitor,Maribacter sp. HTCC2170,4,3.3
cell division inhibitor SlmA,Ferrimonas balearica DSM 9799,1,0.0
cell division membrane protein,Streptosporangium roseum DSM 43021,1,0.0
cell division protease FtsH,Candidatus Nitrospira defluvii,1,0.0
cell division protei,Flavobacteriales bacterium ALC-1,17,13.79
cell division protein,Actinobacillus pleuropneumoniae serovar 2 str. 4226,1,0.0
cell division protein,Erythrobacter sp. SD-21,2,1.72
cell division protein,Flavobacteriales bacterium ALC-1,19,15.65
cell division protein,Xanthomonas axonopodis pv. citri str. 306,1,0.0
cell division protein,candidate division TM7 single-cell isolate TM7c,2,1.62
cell division protein Fts,Rhodospirillum centenum SW,3,2.37
cell division protein FtsA,Jannaschia sp. CCS1,1,0.0
cell division protein FtsA,Marinomonas sp. MED121,1,0.0
cell division protein FtsA,Polaribacter sp. MED152,10,8.27
cell division protein FtsA,Rhodothermus marinus DSM 4252,3,2.47
cell division protein FtsA,Ruegeria pomeroyi DSS-3,15,12.22
cell division protein FtsH,Candidatus Vesicomyosocius okutanii HA,5,4.11
cell division protein FtsH,Reinekea blandensis MED297,1,0.0
cell division protein FtsH,marine gamma proteobacterium HTCC2143,2,1.66
cell division protein FtsH3,Synechococcus sp. CC9311,3,2.41
cell division protein FtsK,Tropheryma whipplei str. Twist,2,1.7
cell division protein FtsW,Candidatus Pelagibacter ubique HTCC1002,11,8.92
cell division protein FtsW,Francisella tularensis subsp. tularensis WY96-3418,1,0.0
cell division protein FtsW,Maritimibacter alkaliphilus HTCC2654,1,0.0
cell division protein FtsX,Flavobacterium psychrophilum JIP02/86,4,3.36
cell division protein FtsX,Psychroflexus torquis ATCC 700755,3,2.46
cell division protein FtsY,Buchnera aphidicola str. APS (Acyrthosiphon pisum),1,0.0
cell division protein FtsZ,Anaplasma centrale str. Israel,1,0.0
cell division protein FtsZ,Atopobium parvulum DSM 20469,1,0.0
cell division protein FtsZ,Ehrlichia ruminantium str. Welgevonden,2,1.61
cell division protein FtsZ,Lactococcus lactis subsp. cremoris MG1363,1,0.0
cell division protein FtsZ,Methanothermobacter thermautotrophicus str. Delta H,1,0.0
cell division protein FtsZ,Methylococcus capsulatus str. Bath,3,2.44
cell division protein FtsZ,Nitrobacter hamburgensis X14,1,0.0
cell division protein FtsZ,Pectobacterium atrosepticum SCRI1043,1,0.0
cell division protein FtsZ,Sinorhizobium meliloti AK83,16,13.2
cell division protein FtsZ,Synechococcus sp. WH 7805,2,1.59
cell division protein FtsZ,marine gamma proteobacterium HTCC2143,2,1.63
cell division protein MraZ,Saccharophagus degradans 2-40,3,2.43
cell division protein ZapA,Pseudomonas mendocina ymp,5,4.21
cell division protein ftsQ,Ruegeria pomeroyi DSS-3,8,6.6
cell division protein ftsY,Granulibacter bethesdensis CGDNIH1,1,0.0
cell divisionFtsK/SpoIIIE,Akkermansia muciniphila ATCC BAA-835,2,1.57
cell divisionFtsK/SpoIIIE,Methylobacterium extorquens PA1,1,0.0
cell shape determining protei,Chlorobium ferrooxidans DSM 13031,1,0.0
cell shape determining protei,Ruegeria sp. R11,1,0.0
cell surface protein,Methanosarcina acetivorans C2A,1,0.0
cell wall associated biofilm protein,Croceibacter atlanticus HTCC2559,13,10.87
cell wall biogenesis regulatory protein,Prochlorococcus marinus str. MIT 9215,1,0.0
cell wall hydrolase SleB,Methylobacterium populi BJ001,1,0.0
cell wall surface anchor family protein,Bdellovibrio bacteriovorus HD100,27,22.0
cell-division ATP-binding protein,Bacillus pumilus SAFR-032,1,0.0
cellulose synthase protein,Agrobacterium radiobacter K84,1,0.0
cellulose synthesis protein,Agrobacterium vitis S4,1,0.0
centri,Cryptosporidium parvum Iowa II,2,1.59
cephalosporin hydroxylase family protein,Paenibacillus larvae subsp. larvae BRL-230010,1,0.0
channel transporter,Streptomyces scabiei 87.22,1,0.0
chaperon,Roseobacter sp. MED193,8,6.49
chaperone,Synechococcus sp. WH 7803,1,0.0
chaperone ClpB,Campylobacter fetus subsp. fetus 82-40,1,0.0
chaperone ClpB,Zunongwangia profunda SM-A87,6,4.9
chaperone DnaJ domain protein,Frankia sp. EuI1c,1,0.0
chaperone protein,Orientia tsutsugamushi str. Boryong,1,0.0
chaperone protein ClpB,Anaerococcus vaginalis ATCC 51170,1,0.0
chaperone protein DnaJ,Bifidobacterium longum NCC2705,1,0.0
chaperone protein DnaJ,Chlorobium luteolum DSM 273,2,1.71
chaperone protein DnaJ,Clostridium perfringens ATCC 13124,1,0.0
chaperone protein DnaJ,Cyanothece sp. PCC 7425,2,1.66
chaperone protein DnaJ,Maribacter sp. HTCC2170,10,8.21
chaperone protein DnaJ,Pantoea sp. At-9b,1,0.0
chaperone protein DnaJ,Proteus mirabilis HI4320,3,2.53
chaperone protein DnaJ,Salinispora tropica CNB-440,1,0.0
chaperone protein DnaJ,beta proteobacterium KB13,9,7.58
chaperone protein DnaJ,candidate division TM7 genomosp. GTL1,2,1.72
chaperone protein DnaJ-like protein,Vibrio fischeri ES114,1,0.0
chaperone protein DnaK,Clostridium sp. M62/1,1,0.0
chaperone protein DnaK,Cryptobacterium curtum DSM 15641,4,3.26
chaperone protein DnaK,Oceanicola batsensis HTCC2597,17,14.09
chaperone protein DnaK,Parvibaculum lavamentivorans DS-1,4,3.33
chaperone protein DnaK,Phaeobacter gallaeciensis 2.10,13,10.53
chaperone protein DnaK,Rhodothermus marinus DSM 4252,2,1.71
chaperone protein DnaK,Roseiflexus castenholzii DSM 13941,2,1.63
chaperone protein DnaK,gamma proteobacterium NOR5-3,5,4.08
chaperone protein DnaK (heat shock protein 70) (heat shock 70 kDa protein) (HSP70),Legionella drancourtii LLAP12,1,0.0
chaperone protein HchA,Pseudomonas aeruginosa UCBPP-PA14,1,0.0
chaperone protein HscA,Yersinia enterocolitica subsp. enterocolitica 8081,1,0.0
chaperonin Cpn10,Chitinophaga pinensis DSM 2588,1,0.0
chaperonin Cpn60,Rhodobacter sphaeroides 2.4.1,1,0.0
chaperonin GroEL,Acidovorax citrulli AAC00-1,3,2.49
chaperonin GroEL,Arthrobacter chlorophenolicus A6,1,0.0
chaperonin GroEL,Candidatus Blochmannia floridanus,1,0.0
chaperonin GroEL,Candidatus Zinderia insecticola CARI,2,1.73
chaperonin GroEL,Caulobacter sp. K31,1,0.0
chaperonin GroEL,Cupriavidus metallidurans CH34,4,3.24
chaperonin GroEL,Desulfuromonas acetoxidans DSM 684,1,0.0
chaperonin GroEL,Dyadobacter fermentans DSM 18053,1,0.0
chaperonin GroEL,Elusimicrobium minutum Pei191,2,1.52
chaperonin GroEL,Flavobacteria bacterium MS024-3C,5,4.0
chaperonin GroEL,Nostoc sp. PCC 7120,5,4.12
chaperonin GroEL,Oceanicola granulosus HTCC2516,4,3.33
chaperonin GroEL,Ochrobactrum anthropi ATCC 49188,1,0.0
chaperonin GroEL,Persephonella marina EX-H1,3,2.5
chaperonin GroEL,Rickettsia prowazekii str. Madrid E,2,1.57
chaperonin GroEL,Rickettsia rickettsii str. ''Sheila Smith'',4,3.33
chaperonin GroEL,Thermosynechococcus elongatus BP-1,1,0.0
chaperonin GroEL,Verrucomicrobium spinosum DSM 4136,2,1.63
chaperonin GroEL (Hsp6,Thiobacillus denitrificans ATCC 25259,2,1.68
chaperonin GroL,Brevibacterium mcbrellneri ATCC 49030,5,4.24
chaperonin GroL,Citrobacter youngae ATCC 29220,2,1.72
chaperonin GroL,Clostridiales genomosp. BVAB3 str. UPII9-5,1,0.0
chaperonin GroL,Microcoleus chthonoplastes PCC 7420,1,0.0
chaperonin GroL,Ruminococcus albus 8,1,0.0
chaperonin GroL,Streptococcus infantis SK1302,1,0.0
chaperonin GroS,Ruegeria sp. R11,1,0.0
chemotaxis sensory transducer,Thiobacillus denitrificans ATCC 25259,1,0.0
chitinase-like domain-containing protein,Synechococcus sp. RCC307,7,5.83
chloride channel protein,Thalassiosira pseudonana CCMP1335,1,0.0
chloride channel protein 2-like,Xenopus (Silurana) tropicalis,1,0.0
chloromuconate cycloisomerase,unidentified eubacterium SCB49,2,1.68
chlorophyllide reductase iron protein subunit X,marine gamma proteobacterium HTCC2080,14,11.43
chlorophyllide reductase subunit Z,Methylobacterium sp. 4-46,16,13.01
choline dehydrogenase,Roseobacter sp. SK209-2-6,1,0.0
choline dehydrogenase,Starkeya novella DSM 506,2,1.7
choline sulfatase,Lentisphaera araneosa HTCC2155,2,1.66
choline sulfatase,Maritimibacter alkaliphilus HTCC2654,1,0.0
choline/carnitine/betaine transporter,Desulfotomaculum reducens MI-1,3,2.61
choline/carnitine/betaine transporter,Psychrobacter sp. PRwf-1,1,0.0
chorismate binding enzyme,Burkholderia thailandensis E264,1,0.0
chorismate mutase/prephenate dehydratase,Verrucomicrobium spinosum DSM 4136,2,1.61
chorismate synthase,Acidiphilium cryptum JF-5,2,1.66
chorismate synthase,Bacteroides sp. 4_3_47FAA,1,0.0
chorismate synthase,Desulfotalea psychrophila LSv54,1,0.0
chorismate synthase,Francisella philomiragia subsp. philomiragia ATCC 25015,1,0.0
chorismate synthase,Magnetococcus sp. MC-1,2,1.68
chorismate synthase,Marinobacter sp. ELB17,2,1.56
chorismate synthase,Methylacidiphilum infernorum V4,1,0.0
chorismate synthase,Parabacteroides sp. D13,1,0.0
chorismate synthase,Planctomyces limnophilus DSM 3776,1,0.0
chorismate synthase,Rhodopseudomonas palustris TIE-1,1,0.0
chorismate synthase,Synechococcus sp. BL107,8,6.56
chromate transporter,Silicibacter sp. TrichCH4B,1,0.0
chromate transporter,Synechococcus sp. WH 8102,2,1.73
chromosomal replication initiation protein,Magnetospirillum magneticum AMB-1,8,6.51
chromosomal replication initiation protein,Pectobacterium wasabiae WPP163,1,0.0
chromosomal replication initiation protein,Pseudomonas syringae pv. phaseolicola 1448A,11,8.95
chromosomal replication initiation protein,Streptomyces coelicolor A3(2),1,0.0
chromosomal replication initiator protein,Eubacterium limosum KIST612,1,0.0
chromosomal replication initiator protein DnaA,Roseobacter sp. GAI101,3,2.47
chromosomal replication initiator protein dnaa,Marivirga tractuosa DSM 4126,4,3.3
chromosome (plasmid) partitioning protein ParA/sporulation initiation inhibitor protein soj,Vibrio cholerae BX 330286,3,2.45
chromosome partitioning ATPase,Micrococcus luteus NCTC 2665,1,0.0
chromosome partitioning protein,Bdellovibrio bacteriovorus HD100,4,3.24
chromosome partitioning protein,Xanthomonas oryzae pv. oryzae PXO99A,1,0.0
chromosome partitioning protein,marine actinobacterium PHSC20C1,2,1.62
chromosome partitioning protein,unidentified eubacterium SCB49,3,2.45
chromosome partitioning protein MipZ,Rhodobacter capsulatus SB 1003,5,4.13
chromosome partitioning protein ParB,Caulobacter crescentus CB15,1,0.0
chromosome partitioning protein parB,Oceanicola batsensis HTCC2597,6,4.85
chromosome partitioning protein transcriptional regulator,Sphingobacterium spiritivorum ATCC 33300,2,1.63
chromosome segregation ATPase,Synechococcus sp. RCC307,17,13.84
chromosome segregation ATPase,Synechococcus sp. WH 7803,13,10.73
chromosome segregation DNA-binding protein,Saccharophagus degradans 2-40,3,2.53
chromosome segregation SMC protei,Pseudomonas stutzeri A1501,10,8.09
chromosome segregation and condensation protei,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,1,0.0
chromosome segregation and condensation protein ScpA,Methylobacterium nodulans ORS 2060,1,0.0
chromosome segregation protein SMC,Chromohalobacter salexigens DSM 3043,1,0.0
chromosome segregation protein SMC,Clostridium butyricum E4 str. BoNT E BL5262,1,0.0
chromosome segregation protein SMC,Clostridium lentocellum DSM 5427,1,0.0
chromosome segregation protein SMC,Kangiella koreensis DSM 16069,4,3.26
chromosome segregation protein SMC,Marinobacter aquaeolei VT8,17,13.9
chromosome segregation protein SMC,Methylovorus sp. SIP3-4,1,0.0
chromosome segregation protein SMC,Novosphingobium aromaticivorans DSM 12444,2,1.62
ciliary dynein heavy chai,Perkinsus marinus ATCC 50983,4,3.3
ciliary outer arm dynein beta heavy chain-related,Plasmodium yoelii yoelii str. 17XNL,1,0.0
circadian clock protein KaiC,Synechococcus sp. BL107,5,4.08
circadian clock protein KaiC,Synechococcus sp. RCC307,16,12.95
citrate lyas,Leptospira borgpetersenii serovar Hardjo-bovis JB197,1,0.0
citrate synthase,Anoxybacillus flavithermus WK1,1,0.0
citrate synthase,Bacillus clausii KSM-K16,2,1.7
citrate synthase,Frankia alni ACN14a,1,0.0
citrate synthase,Leeuwenhoekiella blandensis MED217,3,2.52
citrate synthase,Methylobacillus flagellatus KT,2,1.75
citrate synthase,Rhodobacterales bacterium HTCC2255,1,0.0
citrate synthase,Robiginitalea biformata HTCC2501,21,17.2
citrate synthase I,Brevundimonas sp. BAL3,2,1.65
citrate synthase I,Methylobacter tundripaludum SV96,1,0.0
citrate synthase I,Roseovarius sp. 217,2,1.62
citrate synthase I,Zymomonas mobilis subsp. mobilis NCIMB 11163,1,0.0
citrate transporter,Flavobacteriales bacterium ALC-1,10,8.25
citrate transporter-like,Saccoglossus kowalevskii,1,0.0
clamp loader subunit,Prochlorococcus phage P-SSM2,189,153.79
class I glutamine amidotransferas,Mycobacterium avium 104,1,0.0
class I monoheme cytochrome c,Ruegeria sp. R11,2,1.63
class I/II aminotransferase,Desulfovibrio aespoeensis Aspo-2,1,0.0
class I/II aminotransferase,Marinomonas sp. MWYL1,3,2.41
class I/II aminotransferase,Methanoplanus petrolearius DSM 11571,2,1.64
class III aminotransferase,Candidatus Puniceispirillum marinum IMCC1322,6,4.89
clathrin assembly protein AP19,Plasmodium chabaudi chabaudi,1,0.0
cleavage and polyadenylation specificity factor subunit 3,Mus musculus,1,0.0
cleavage and polyadenylation specifity factor protein,Cryptosporidium hominis TU502,1,0.0
clpB protein,Rickettsia canadensis str. McKiel,3,2.43
co-chaperone GrpE,Roseobacter sp. GAI101,4,3.25
co-chaperone GrpE,alpha proteobacterium HIMB114,5,4.1
co-chaperonin GroES,Cytophaga hutchinsonii ATCC 33406,5,4.11
co-chaperonin GroES,Pseudomonas syringae pv. syringae B728a,4,3.32
co-chaperonin GroES,Streptomyces albus J1074,3,2.5
co-chaperonin GroES,Synechococcus sp. WH 7803,2,1.63
co-chaperonin GroES,unidentified eubacterium SCB49,1,0.0
coatomer protein comple,Danio rerio,1,0.0
coatomer protein complex subunit bet,Toxoplasma gondii ME49,1,0.0
coatomer subunit beta (ISS),Ostreococcus tauri,1,0.0
coatomer subunit beta'',Mus musculus,1,0.0
cob(I)yrinic acid,Oceanicola batsensis HTCC2597,1,0.0
cob(I)yrinic acid,Pelagibaca bermudensis HTCC2601,3,2.39
cob(I)yrinic acid,Roseobacter denitrificans OCh 114,5,4.16
cob(I)yrinic acid,marine gamma proteobacterium HTCC2080,1,0.0
cobalamin (vitamin B12) biosynthesis CbiM protein,Nocardioides sp. JS614,1,0.0
cobalamin B12-binding domain protein,Anaeromyxobacter dehalogenans 2CP-1,1,0.0
cobalamin biosynthesis protein CobD,Aurantimonas manganoxydans SI85-9A1,1,0.0
cobalamin biosynthesis protein CobD,Silicibacter lacuscaerulensis ITI-1157,2,1.76
cobalamin biosynthesis protein CobW,Rhodobacter sphaeroides ATCC 17029,3,2.44
cobalamin synthesis protein,Xanthomonas albilineans,3,2.45
cobalamin synthesis protein P47K,Roseiflexus castenholzii DSM 13941,1,0.0
cobalamin synthesis protein/P47K,Burkholderia sp. 383,1,0.0
cobalamin synthesis protein/P47K family protein,Brucella suis 1330,1,0.0
cobalamin synthesis protein/P47K family protein,Marinomonas sp. MED121,5,4.19
cobalt chelatas,Maritimibacter alkaliphilus HTCC2654,3,2.41
cobalt chelatas,Parvibaculum lavamentivorans DS-1,10,8.27
cobalt chelatas,Ruegeria sp. TM1040,12,9.85
cobalt chelatas,Thauera sp. MZ1T,1,0.0
cobalt chelatas,Zymomonas mobilis subsp. mobilis NCIMB 11163,1,0.0
cobalt chelatase,Brucella abortus bv. 4 str. 292,2,1.62
cobalt-precorrin-6A synthase,Bradyrhizobium sp. BTAi1,1,0.0
cobalt-precorrin-6A synthase,Synechococcus sp. WH 5701,4,3.41
cobaltochelatase subunit CobN,Magnetospirillum magneticum AMB-1,1,0.0
cobyric acid synthase CobQ,Synechococcus sp. WH 8109,28,23.08
cobyrinate,Synechococcus sp. CC9605,17,14.02
cobyrinic acid,Dinoroseobacter shibae DFL 12,2,1.6
cobyrinic acid,Paracoccus denitrificans PD1222,1,0.0
cobyrinic acid ac-diamide synthase,Herpetosiphon aurantiacus ATCC 23779,1,0.0
coenzyme F390 synthetase-like,Chelativorans sp. BNC1,1,0.0
coenzyme PQQ (Pyrroloquinoline quinone) biosynthesis protein C/D,Aurantimonas manganoxydans SI85-9A1,1,0.0
coenzyme PQQ synthesis protein B,Flavobacteriales bacterium ALC-1,4,3.2
cofactor-independent phosphoglycerate mutase,Thermoproteus neutrophilus V24Sta,1,0.0
cold shock DNA-binding domain protein,Roseobacter sp. MED193,1,0.0
cold shock protein,Psychroflexus torquis ATCC 700755,5,4.04
collage,Equus caballus,1,0.0
collagen-like surface-anchored protein SclG,Streptococcus equi subsp. equi 4047,1,0.0
competence damage-inducible protein A,Salmonella enterica subsp. enterica serovar Newport str. SL254,1,0.0
competence lipoprotein Com,Ruegeria pomeroyi DSS-3,9,7.34
component involved in Haem biosynthesis,Reclinomonas americana,2,1.51
condensin subunit ScpA,Ruegeria sp. TM1040,1,0.0
condensin subunit Smc,Methylobacillus flagellatus KT,2,1.69
conditioned medium factor,Xanthomonas campestris pv. campestris str. ATCC 33913,2,1.65
conjugal transfer coupling protein TraG,Rhodopseudomonas palustris CGA009,1,0.0
conjugal transfer protein TrbE,Agrobacterium tumefaciens,1,0.0
conserved Plasmodium protei,Plasmodium falciparum 3D7,3,2.56
conserved Plasmodium protein,Plasmodium falciparum 3D7,2,1.57
conserved domain protein,Cyanobium sp. PCC 7001,3,2.52
conserved domain protein,Labrenzia alexandrii DFL-11,1,0.0
conserved domain protein,Octadecabacter antarcticus 307,14,11.33
conserved domain protein,Rhodobacteraceae bacterium KLH11,1,0.0
conserved domain protein,Synechococcus sp. WH 8109,5,4.23
conserved domain protein,Veillonella sp. oral taxon 158 str. F0412,1,0.0
conserved domain protein,marine gamma proteobacterium HTCC2148,6,4.87
conserved hypothetical inner membrane protein,Synechococcus sp. WH 8109,9,7.43
conserved hypothetical protei,Congregibacter litoralis KT71,1,0.0
conserved hypothetical protein,Acinetobacter radioresistens SH164,1,0.0
conserved hypothetical protein,Acinetobacter sp. SH024,1,0.0
conserved hypothetical protein,Bacteroides sp. 1_1_6,1,0.0
conserved hypothetical protein,Bacteroides sp. 2_1_16,1,0.0
conserved hypothetical protein,Bacteroides sp. 2_1_22,1,0.0
conserved hypothetical protein,Bacteroides sp. 2_2_4,1,0.0
conserved hypothetical protein,Bacteroides sp. 3_1_33FAA,1,0.0
conserved hypothetical protein,Bacteroides sp. 3_2_5,3,2.5
conserved hypothetical protein,Bacteroides sp. 4_3_47FAA,2,1.58
conserved hypothetical protein,Bacteroides sp. D20,2,1.65
conserved hypothetical protein,Bifidobacterium bifidum NCIMB 41171,1,0.0
conserved hypothetical protein,Candidatus Pelagibacter sp. HTCC7211,192,158.07
conserved hypothetical protein,Chryseobacterium gleum ATCC 35910,2,1.63
conserved hypothetical protein,Citreicella sp. SE45,4,3.34
conserved hypothetical protein,Clostridium sp. 7_2_43FAA,1,0.0
conserved hypothetical protein,Cyanobium sp. PCC 7001,5,4.19
conserved hypothetical protein,Enterococcus faecalis ATCC 4200,1,0.0
conserved hypothetical protein,Escherichia coli FVEC1412,3,2.38
conserved hypothetical protein,Francisella tularensis subsp. tularensis FSC033,3,2.46
conserved hypothetical protein,Microcoleus chthonoplastes PCC 7420,3,2.39
